Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Ederson,br BRA,GK,29-232,28.0,1019,804,1013,8,0,0,1019,0,0,,0,,680,3338,2012,0,0,0,0,0,644,0,Matches
Rodri,es ESP,MF,26-288,25.8,2684,91,549,1631,520,55,2684,31,21,67.7,6,19.4,1632,8342,4524,66,61,2,18,16,2047,35,Matches
Erling Haaland,no NOR,FW,22-259,23.5,572,13,32,221,319,169,567,22,6,27.3,14,63.6,298,1299,477,22,6,18,36,22,421,117,Matches
Kevin De Bruyne,be BEL,MF,31-282,22.5,1514,12,85,579,870,85,1514,49,27,55.1,15,30.6,912,4755,2878,90,67,15,36,24,1168,201,Matches
İlkay Gündoğan,de GER,MF,32-164,20.5,1270,24,156,644,477,72,1270,32,11,34.4,14,43.8,722,3850,1794,43,29,7,20,22,996,113,Matches
Bernardo Silva,pt POR,"MF,FW",28-239,19.9,1457,24,220,654,595,77,1457,59,24,40.7,28,47.5,910,6008,3058,74,60,27,24,27,1076,157,Matches
Manuel Akanji,ch SUI,DF,27-261,19.1,1654,98,599,933,126,25,1654,5,3,60.0,1,20.0,1164,6643,4052,21,33,0,8,2,1286,10,Matches
Jack Grealish,eng ENG,"FW,MF",27-208,17.9,1030,14,108,336,608,108,1030,87,35,40.2,23,26.4,746,6721,3116,111,65,48,27,21,829,233,Matches
Nathan Aké,nl NED,DF,28-047,17.8,1683,77,537,949,204,27,1683,4,2,50.0,1,25.0,1052,4735,2908,22,15,3,15,0,1281,28,Matches
Phil Foden,eng ENG,FW,22-313,15.6,1008,11,81,331,606,106,1008,57,26,45.6,25,43.9,668,3234,1456,39,29,15,29,24,793,221,Matches
Rúben Dias,pt POR,DF,25-327,16.2,1591,124,619,907,71,20,1591,6,5,83.3,0,0.0,1043,5752,3517,8,16,1,1,2,1259,1,Matches
João Cancelo,pt POR,DF,28-314,14.2,1363,20,225,686,461,47,1363,60,30,50.0,23,38.3,838,4860,2808,72,39,21,18,14,1020,125,Matches
John Stones,eng ENG,"DF,MF",28-313,15.1,1286,65,385,740,166,18,1286,7,4,57.1,0,0.0,813,4424,2225,21,26,1,4,2,994,27,Matches
Kyle Walker,eng ENG,DF,32-313,13.0,1242,29,257,779,214,6,1242,9,7,77.8,2,22.2,728,3434,1841,28,25,0,9,2,959,31,Matches
Riyad Mahrez,dz ALG,"FW,MF",32-044,12.8,854,4,52,304,504,78,853,48,15,31.3,17,35.4,571,3244,1565,53,33,31,20,11,644,167,Matches
Julián Álvarez,ar ARG,"FW,MF",23-065,9.3,365,6,23,149,196,51,365,16,10,62.5,5,31.3,210,1197,519,22,7,12,16,13,272,56,Matches
Aymeric Laporte,es ESP,DF,28-314,6.2,526,43,169,261,99,11,526,2,1,50.0,1,50.0,365,2029,1389,17,30,0,2,0,413,8,Matches
Rico Lewis,eng ENG,"DF,MF",18-136,6.0,468,11,78,264,130,9,468,9,3,33.3,3,33.3,327,1702,882,18,14,3,4,11,375,14,Matches
Sergio Gómez,es ESP,"DF,MF",22-214,1.6,140,6,27,79,34,7,140,1,0,0.0,1,100.0,77,346,178,3,4,1,3,2,107,14,Matches
Cole Palmer,eng ENG,"FW,MF",20-335,1.3,98,2,9,34,55,15,98,8,5,62.5,2,25.0,68,380,185,9,2,7,9,4,78,19,Matches
Kalvin Phillips,eng ENG,MF,27-125,0.7,79,6,21,48,11,3,79,0,0,,0,,37,154,49,0,0,0,1,0,53,0,Matches
Máximo Perrone,ar ARG,MF,20-089,0.2,22,0,4,12,6,2,22,0,0,,0,,8,20,7,0,0,0,0,0,19,1,Matches
Squad Total,,,27.9,28.0,21925,1484,5249,10549,6272,991,21919,512,235,45.9,181,35.4,13869,76467,41440,739,561,212,300,219,16734,1578,
Opponent Total,,,27.5,28.0,13542,2506,6457,4813,2393,393,13539,376,164,43.6,161,42.8,7120,36066,17267,322,218,95,338,201,8308,647,
