Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Alisson,br BRA,GK,30-167,26.0,0,0,0,1,4,0,0,0,0,0,0,0,45,4,1,80.0,Matches
Mohamed Salah,eg EGY,FW,30-276,25.7,1,0,0,14,24,16,18,4,9,0,0,0,64,5,20,20.0,Matches
Trent Alexander-Arnold,eng ENG,DF,24-162,21.5,3,0,0,14,3,4,181,30,29,0,0,0,155,13,8,61.9,Matches
Virgil van Dijk,nl NED,DF,31-253,21.5,1,0,0,9,3,1,0,22,9,0,1,0,114,56,21,72.7,Matches
Andrew Robertson,sct SCO,DF,29-007,19.7,2,0,0,14,9,5,141,16,16,0,0,0,116,14,20,41.2,Matches
Fabinho,br BRA,MF,29-146,18.7,6,0,0,28,15,0,5,25,23,0,0,0,122,20,17,54.1,Matches
Harvey Elliott,eng ENG,"MF,FW",19-348,15.9,1,0,0,12,23,1,31,13,14,0,0,0,101,2,16,11.1,Matches
Darwin Núñez,uy URU,FW,23-267,15.0,1,1,0,19,13,16,16,3,4,0,0,0,32,29,36,44.6,Matches
Jordan Henderson,eng ENG,MF,32-274,14.0,2,0,0,9,6,0,16,13,13,0,0,0,108,7,6,53.8,Matches
Thiago Alcántara,es ESP,MF,31-341,12.8,2,0,0,18,25,0,1,18,23,0,1,0,104,14,24,36.8,Matches
Joe Gomez,eng ENG,DF,25-299,14.3,3,0,0,13,4,0,3,21,20,0,1,0,115,41,35,53.9,Matches
Roberto Firmino,br BRA,"FW,MF",31-167,11.5,0,0,0,7,5,3,12,6,11,0,0,0,47,13,26,33.3,Matches
Joël Matip,cm CMR,DF,31-222,9.1,2,0,0,5,4,1,1,11,6,0,0,1,63,12,17,41.4,Matches
Cody Gakpo,nl NED,FW,23-315,7.3,0,0,0,12,16,4,10,2,6,0,0,0,23,16,12,57.1,Matches
Ibrahima Konaté,fr FRA,DF,23-297,7.2,1,0,0,9,6,1,0,11,9,0,0,1,57,16,9,64.0,Matches
Luis Díaz,co COL,FW,26-064,6.8,2,0,0,12,16,2,7,2,8,0,0,0,27,6,14,30.0,Matches
James Milner,eng ENG,"DF,MF",37-073,8.0,1,0,0,10,10,0,46,12,10,0,0,0,46,10,11,47.6,Matches
Kostas Tsimikas,gr GRE,DF,26-310,6.0,1,0,0,6,7,0,61,7,6,0,0,0,33,6,7,46.2,Matches
Stefan Bajcetic,es ESP,MF,18-147,5.8,2,0,0,7,9,0,5,9,6,0,0,0,40,9,5,64.3,Matches
Diogo Jota,pt POR,"FW,MF",26-104,5.0,1,0,0,7,8,2,5,2,9,0,0,0,24,5,9,35.7,Matches
Fabio Carvalho,pt POR,"MF,FW",20-200,3.8,0,0,0,5,6,0,2,5,8,0,0,0,18,4,10,28.6,Matches
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",29-215,3.5,0,0,0,3,4,1,2,1,4,0,0,0,19,1,4,20.0,Matches
Naby Keïta,gn GUI,MF,28-036,3.3,1,0,0,12,2,0,2,2,4,0,0,0,29,3,7,30.0,Matches
Curtis Jones,eng ENG,"MF,FW",22-047,2.2,1,0,0,3,5,0,3,1,2,0,0,0,12,1,0,100.0,Matches
Nathaniel Phillips,eng ENG,DF,25-362,0.7,0,0,0,1,0,0,0,2,1,0,0,0,14,4,0,100.0,Matches
Ben Doak,sct SCO,FW,17-127,0.3,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,,Matches
Bobby Clark,eng ENG,MF,18-039,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,28.1,26.0,34,1,0,252,228,57,568,238,252,0,3,2,1533,311,335,48.1,
Opponent Total,,,27.3,26.0,41,1,0,241,233,61,364,270,257,3,1,4,1441,335,311,51.9,
