Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Antonio Candreva,it ITA,"DF,MF",36-019,23.1,12,3,11,0,1,10,32,31.3,22,6,2,4,15,27,27,0,Matches
Lassana Coulibaly,ml MLI,MF,26-343,22.8,57,31,29,22,6,20,44,45.5,24,24,3,21,14,71,22,2,Matches
Boulaye Dia,sn SEN,FW,26-123,19.6,9,4,3,4,2,0,4,0.0,4,4,0,4,4,13,16,1,Matches
Tonny Vilhena,nl NED,MF,28-075,17.6,33,17,8,22,3,13,27,48.1,14,12,5,7,10,43,11,0,Matches
Luigi Sepe,it ITA,GK,31-315,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Pasquale Mazzocchi,it ITA,DF,27-235,15.8,24,12,17,3,4,10,25,40.0,15,8,2,6,9,33,25,2,Matches
Domagoj Bradarić,hr CRO,DF,23-099,17.1,16,11,8,6,2,7,12,58.3,5,13,3,10,14,30,33,0,Matches
Krzysztof Piątek,pl POL,FW,27-261,16.8,14,7,1,7,6,5,15,33.3,10,10,2,8,0,14,26,0,Matches
Flavius Daniliuc,at AUT,DF,21-326,16.5,38,19,27,10,1,16,27,59.3,11,25,11,14,18,56,62,0,Matches
Dylan Bronn,tn TUN,DF,27-273,15.8,31,16,17,13,1,19,29,65.5,10,30,19,11,18,49,49,1,Matches
Norbert Gyömbér,sk SVK,DF,30-259,12.8,24,18,18,5,1,11,15,73.3,4,23,17,6,23,47,56,0,Matches
Lorenzo Pirola,it ITA,DF,21-027,12.0,26,22,15,11,0,15,20,75.0,5,29,22,7,20,46,54,0,Matches
Federico Bonazzoli,it ITA,"FW,MF",25-302,11.9,3,1,0,1,2,0,9,0.0,9,9,1,8,3,6,0,0,Matches
Federico Fazio,ar ARG,DF,36-002,11.8,15,12,8,7,0,4,11,36.4,7,9,4,5,28,43,61,0,Matches
Guillermo Ochoa,mx MEX,GK,37-249,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Giulio Maggiore,it ITA,MF,25-007,8.0,16,6,8,5,3,8,16,50.0,8,17,4,13,8,24,6,0,Matches
Ivan Radovanović,rs SRB,"MF,DF",34-202,7.5,12,4,8,4,0,4,10,40.0,6,9,3,6,7,19,9,1,Matches
Grigoris Kastanos,cy CYP,MF,25-048,6.5,18,11,6,10,2,3,14,21.4,11,10,3,7,4,22,3,0,Matches
Emil Bohinen,no NOR,MF,24-007,5.5,17,10,10,5,2,8,11,72.7,3,11,4,7,10,27,12,0,Matches
Junior Sambia,fr FRA,DF,26-193,5.6,9,4,4,4,1,4,5,80.0,1,9,3,6,4,13,15,1,Matches
Hans Nicolussi Caviglia,it ITA,MF,22-274,5.1,13,6,5,6,2,8,12,66.7,4,5,0,5,6,19,7,1,Matches
Matteo Lovato,it ITA,DF,23-033,4.8,9,7,7,2,0,8,14,57.1,6,8,5,3,7,16,18,2,Matches
Domen Črnigoj,si SVN,MF,27-121,3.3,8,3,0,7,1,1,2,50.0,1,9,1,8,9,17,6,0,Matches
Erik Botheim,no NOR,FW,23-068,3.9,4,3,0,2,2,2,2,100.0,0,1,0,1,0,4,1,0,Matches
William Troost-Ekong,ng NGA,DF,29-199,2.9,9,3,7,2,0,5,6,83.3,1,3,2,1,3,12,3,0,Matches
Diego Valencia,cl CHI,"MF,FW",23-064,2.6,8,5,4,2,2,2,9,22.2,7,10,1,9,1,9,2,0,Matches
Franck Ribéry,fr FRA,MF,39-346,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Julian Kristoffersen,no NOR,FW,25-313,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,28.1,27.0,425,235,221,160,44,183,373,49.1,190,296,117,179,235,660,526,11,
Opponent Total,,,27.3,27.0,400,228,158,186,56,187,345,54.2,158,269,70,199,202,602,404,6,
