Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Juan Delgado,cl CHI,DF,30-032,24.6,1200,935,261,48,7,12,95,210,3,1,2,0,917,4,32,Matches
Vitorino Antunes,pt POR,DF,36-005,23.6,1440,1057,378,78,3,23,115,267,33,18,10,0,1020,5,38,Matches
Rui Pires,pt POR,MF,25-015,21.1,958,918,39,36,3,11,3,3,0,0,0,0,816,1,8,Matches
Nuno Lima,pt POR,DF,22-021,21.2,1075,1028,42,41,2,13,3,1,0,0,0,0,921,5,5,Matches
Nigel Thomas,nl NED,"FW,MF",22-064,17.3,492,442,49,6,0,3,98,4,39,23,9,0,318,1,23,Matches
Nicolás Gaitán,ar ARG,"FW,MF",35-042,13.7,486,417,67,24,11,11,64,2,33,15,12,0,319,2,10,Matches
Jordan Holsgrove,sct SCO,MF,23-208,15.3,776,737,34,23,6,6,26,2,8,4,1,0,633,5,22,Matches
Matchoi Djaló,pt POR,"MF,FW",19-361,14.1,433,369,61,27,0,3,69,5,26,16,9,0,297,3,10,Matches
José Carlos Marafona,pt POR,GK,35-333,11.8,349,211,136,50,0,2,0,0,0,0,0,0,232,2,0,Matches
Adrián Butzke,es ESP,FW,24-007,12.5,296,270,23,1,2,2,4,0,0,0,0,0,221,3,0,Matches
Zé Uilton,br BRA,"FW,MF",30-255,12.0,318,303,13,2,0,0,35,11,0,0,0,0,245,2,9,Matches
Luíz Carlos,br BRA,MF,37-275,9.1,359,348,11,8,3,3,9,1,0,0,0,0,302,0,9,Matches
Maracás,br BRA,DF,28-344,9.0,377,362,14,14,0,4,0,0,0,0,0,0,342,1,5,Matches
Erick Ferigra,ec ECU,DF,24-058,9.9,482,463,18,18,0,4,1,0,0,0,0,0,427,1,2,Matches
Flávio Ramos,br BRA,DF,28-329,8.3,348,329,18,18,0,5,0,0,0,0,0,0,295,1,1,Matches
Philippe Koffi,fr FRA,FW,21-028,7.4,99,81,17,0,0,0,11,0,0,0,0,0,57,1,3,Matches
Igor Vekič,si SVN,GK,24-335,6.1,199,107,91,26,0,0,0,0,0,0,0,0,148,1,0,Matches
Jordi Almeida,br BRA,GK,29-215,6.0,194,116,77,11,0,0,0,0,0,0,0,0,116,1,0,Matches
Alexandre Guedes,pt POR,FW,29-054,4.9,90,79,10,0,0,0,3,0,0,0,0,0,63,1,2,Matches
Bastien Toma,ch SUI,MF,23-286,4.8,226,216,10,6,1,1,5,1,2,1,1,0,196,0,3,Matches
Arthur Sales,br BRA,"FW,MF",20-277,4.0,97,94,3,0,0,0,4,0,0,0,0,0,64,0,2,Matches
Abbas Ibrahim,ng NGA,"MF,DF",25-094,3.6,181,175,6,5,0,2,3,1,0,0,0,0,162,0,0,Matches
Paulo Bernardo,pt POR,MF,21-072,3.1,121,116,4,4,0,1,3,0,0,0,0,0,99,1,3,Matches
Kayky Chagas,br BRA,"MF,FW",19-299,3.0,63,59,2,0,0,0,2,0,2,0,0,0,48,2,2,Matches
Hernani Infande,pt POR,"FW,MF",22-003,2.8,70,68,2,0,0,0,3,1,1,0,0,0,52,0,5,Matches
Tiago Ilori,pt POR,DF,30-039,2.3,96,95,1,1,0,3,0,0,0,0,0,0,86,0,0,Matches
Pedro Ganchas,pt POR,DF,22-310,2.7,126,116,10,10,0,0,0,0,0,0,0,0,111,0,2,Matches
Luís Alves,pt POR,DF,21-208,2.3,91,71,18,3,1,3,5,15,0,0,0,0,63,2,2,Matches
José Oliveira,pt POR,GK,21-000,2.0,65,37,28,10,0,0,0,0,0,0,0,0,55,0,0,Matches
Fernando Ferreira Fonseca,pt POR,"DF,FW",26-023,1.8,91,68,23,5,0,1,9,18,0,0,0,0,55,0,2,Matches
Jorge Fernando Santos Silva,pt POR,"DF,MF",27-015,1.5,79,53,26,7,0,0,11,19,0,0,0,0,45,0,3,Matches
Fábio,br BRA,FW,25-316,1.7,33,32,1,0,0,0,1,0,0,0,0,0,20,0,1,Matches
Lucas Silva,br BRA,FW,25-066,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Mauro Meireles Couto,pt POR,MF,17-142,0.0,3,2,1,1,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,27.2,26.0,11321,9782,1494,483,39,113,582,561,147,78,44,0,8755,45,204,
Opponent Total,,,26.7,26.0,12452,10972,1401,414,48,78,530,593,167,93,46,5,9896,79,217,
