Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Juan Delgado,cl CHI,DF,30-032,24.6,50,29,23,18,9,32,58,55.2,26,20,4,16,21,71,47,2,Matches
Vitorino Antunes,pt POR,DF,36-005,23.6,38,29,20,14,4,22,34,64.7,12,28,10,18,55,93,49,1,Matches
Rui Pires,pt POR,MF,25-015,21.1,45,33,21,20,4,23,39,59.0,16,31,11,20,26,71,46,1,Matches
Nuno Lima,pt POR,DF,22-021,21.2,23,15,17,5,1,11,20,55.0,9,31,22,9,31,54,85,0,Matches
Nigel Thomas,nl NED,"FW,MF",22-064,17.3,12,6,4,5,3,3,16,18.8,13,15,1,14,11,23,13,0,Matches
Nicolás Gaitán,ar ARG,"FW,MF",35-042,13.7,18,10,8,5,5,8,26,30.8,18,14,2,12,8,26,16,0,Matches
Jordan Holsgrove,sct SCO,MF,23-208,15.3,23,14,10,12,1,14,31,45.2,17,21,3,18,22,45,10,0,Matches
Matchoi Djaló,pt POR,"MF,FW",19-361,14.1,18,13,8,7,3,8,15,53.3,7,19,3,16,7,25,7,1,Matches
José Carlos Marafona,pt POR,GK,35-333,11.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,2,Matches
Adrián Butzke,es ESP,FW,24-007,12.5,8,6,2,2,4,1,5,20.0,4,5,2,3,2,10,13,0,Matches
Zé Uilton,br BRA,"FW,MF",30-255,12.0,14,10,8,5,1,7,12,58.3,5,3,0,3,5,19,17,1,Matches
Luíz Carlos,br BRA,MF,37-275,9.1,21,12,11,9,1,14,20,70.0,6,14,2,12,3,24,10,0,Matches
Maracás,br BRA,DF,28-344,9.0,15,10,13,2,0,7,14,50.0,7,12,7,5,12,27,45,0,Matches
Erick Ferigra,ec ECU,DF,24-058,9.9,6,3,6,0,0,3,7,42.9,4,14,8,6,9,15,38,0,Matches
Flávio Ramos,br BRA,DF,28-329,8.3,9,2,7,2,0,5,8,62.5,3,15,10,5,13,22,41,0,Matches
Philippe Koffi,fr FRA,FW,21-028,7.4,9,3,6,1,2,7,9,77.8,2,0,0,0,2,11,3,0,Matches
Igor Vekič,si SVN,GK,24-335,6.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
Jordi Almeida,br BRA,GK,29-215,6.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2,Matches
Alexandre Guedes,pt POR,FW,29-054,4.9,7,5,3,2,2,2,4,50.0,2,0,0,0,2,9,5,0,Matches
Bastien Toma,ch SUI,MF,23-286,4.8,6,3,0,3,3,2,8,25.0,6,4,0,4,2,8,0,0,Matches
Arthur Sales,br BRA,"FW,MF",20-277,4.0,5,2,0,3,2,1,5,20.0,4,3,0,3,3,8,2,0,Matches
Abbas Ibrahim,ng NGA,"MF,DF",25-094,3.6,6,4,3,3,0,4,7,57.1,3,7,2,5,4,10,3,2,Matches
Paulo Bernardo,pt POR,MF,21-072,3.1,6,2,2,4,0,4,7,57.1,3,3,0,3,3,9,2,0,Matches
Kayky Chagas,br BRA,"MF,FW",19-299,3.0,6,3,2,2,2,3,5,60.0,2,4,0,4,3,9,3,0,Matches
Hernani Infande,pt POR,"FW,MF",22-003,2.8,6,4,4,1,1,1,3,33.3,2,2,0,2,1,7,1,0,Matches
Tiago Ilori,pt POR,DF,30-039,2.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,9,0,Matches
Pedro Ganchas,pt POR,DF,22-310,2.7,2,1,1,1,0,1,4,25.0,3,5,4,1,1,3,7,0,Matches
Luís Alves,pt POR,DF,21-208,2.3,6,1,5,1,0,5,10,50.0,5,2,0,2,2,8,5,0,Matches
José Oliveira,pt POR,GK,21-000,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Fernando Ferreira Fonseca,pt POR,"DF,FW",26-023,1.8,2,2,1,1,0,0,2,0.0,2,2,0,2,3,5,4,0,Matches
Jorge Fernando Santos Silva,pt POR,"DF,MF",27-015,1.5,7,5,7,0,0,4,6,66.7,2,2,1,1,0,7,5,0,Matches
Fábio,br BRA,FW,25-316,1.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,7,0,Matches
Lucas Silva,br BRA,FW,25-066,0.2,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
Mauro Meireles Couto,pt POR,MF,17-142,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,26.0,369,227,193,128,48,193,380,50.8,187,279,94,185,252,621,504,14,
Opponent Total,,,26.7,26.0,362,224,159,142,61,170,360,47.2,190,252,86,166,210,572,527,4,
