Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Davide Frattesi,it ITA,MF,23-162,23.9,1055,50,216,532,325,72,1055,59,28,47.5,21,35.6,591,3547,1772,58,46,16,41,31,719,72,Matches
Andrea Consigli,it ITA,GK,36-065,25.0,1114,895,1104,9,1,0,1114,0,0,,0,,634,3086,1937,0,0,0,1,0,557,0,Matches
Rogério,br BRA,DF,25-079,23.3,1628,70,579,732,335,18,1628,27,16,59.3,6,22.2,865,5220,2999,64,41,8,18,4,976,67,Matches
Jeremy Toljan,de GER,DF,28-237,20.7,1241,51,445,594,210,18,1241,11,5,45.5,6,54.5,649,3284,1828,34,24,2,20,10,740,68,Matches
Armand Lauriente,fr FRA,FW,24-119,18.2,827,6,64,313,472,76,826,101,46,45.5,40,39.6,563,4744,2529,103,55,43,40,42,606,190,Matches
Gian Marco Ferrari,it ITA,DF,31-046,19.0,1069,164,562,477,37,10,1069,2,0,0.0,1,50.0,589,3146,2000,10,6,0,7,1,645,1,Matches
Martin Erlic,hr CRO,DF,25-068,18.9,1145,146,662,481,7,3,1145,2,1,50.0,1,50.0,669,3125,1613,4,1,1,11,1,711,0,Matches
Andrea Pinamonti,it ITA,FW,23-318,18.2,570,9,20,278,277,92,569,25,9,36.0,14,56.0,289,1175,338,14,8,9,46,46,437,126,Matches
Maxime Lopez,fr FRA,MF,25-119,16.8,1162,44,306,672,195,8,1162,17,6,35.3,11,64.7,725,3984,1997,38,39,2,11,10,866,24,Matches
Domenico Berardi,it ITA,FW,28-244,13.0,741,11,76,296,380,60,736,26,12,46.2,12,46.2,479,2178,876,28,18,12,43,19,565,129,Matches
Matheus Henrique,br BRA,MF,25-104,13.3,661,18,108,368,195,17,661,35,19,54.3,9,25.7,433,2561,1270,22,29,2,15,8,479,41,Matches
Kristian Thorstvedt,no NOR,MF,24-020,11.1,526,19,79,313,142,26,526,7,2,28.6,0,0.0,275,1430,740,26,12,5,17,11,372,48,Matches
Ruan,br BRA,DF,23-299,10.3,611,102,399,206,8,6,611,3,2,66.7,1,33.3,291,1269,563,2,1,0,2,4,348,1,Matches
Giorgos Kyriakopoulos,gr GRE,"FW,DF",27-056,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46,Matches
Pedro Obiang,gq EQG,MF,31-006,7.8,418,28,113,268,38,2,418,5,2,40.0,3,60.0,203,775,266,0,3,0,5,2,252,2,Matches
Grégoire Defrel,mq MTQ,FW,31-289,7.6,210,5,24,98,92,18,210,15,5,33.3,10,66.7,129,595,199,8,6,2,19,9,146,39,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",23-045,6.6,308,3,43,142,127,24,308,15,4,26.7,9,60.0,194,1312,600,14,7,7,16,23,226,36,Matches
Kaan Ayhan,tr TUR,DF,28-143,6.1,385,54,198,182,6,0,385,0,0,,0,,235,1168,744,8,5,0,0,1,264,0,Matches
Nadir Zortea,it ITA,DF,23-287,5.0,366,20,113,175,80,3,366,16,4,25.0,7,43.8,196,1105,669,16,11,0,7,2,216,17,Matches
Luca D'Andrea,it ITA,FW,18-208,3.5,129,0,17,61,53,12,129,11,3,27.3,6,54.5,81,535,314,11,4,5,11,7,91,29,Matches
Emil Ceide,no NOR,FW,21-211,3.7,151,0,20,45,86,25,151,19,5,26.3,12,63.2,100,664,426,22,6,14,7,5,111,34,Matches
Abdou Harroui,nl NED,MF,25-079,3.8,207,11,29,114,68,4,207,6,3,50.0,3,50.0,114,663,279,9,9,1,6,8,142,18,Matches
Nedim Bajrami,al ALB,FW,24-033,3.5,172,4,32,68,75,11,172,12,5,41.7,7,58.3,112,539,225,7,9,5,10,3,114,27,Matches
Riccardo Marchizza,it ITA,DF,25-007,2.0,131,7,34,69,28,0,131,4,1,25.0,3,75.0,76,288,156,1,4,0,2,2,82,10,Matches
Gianluca Pegolo,it ITA,GK,42-008,2.0,81,71,81,0,0,0,81,0,0,,0,,46,198,122,0,0,0,0,0,43,0,Matches
Agustín Álvarez Martínez,uy URU,"FW,MF",21-318,3.5,135,4,12,68,58,11,135,14,5,35.7,8,57.1,68,246,85,2,0,1,16,10,86,16,Matches
Mert Müldür,tr TUR,DF,23-364,0.1,1,0,1,0,0,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,0,Matches
Janis Antiste,fr FRA,FW,20-227,0.6,23,0,7,9,7,1,23,1,0,0.0,1,100.0,14,49,9,0,0,0,1,0,16,2,Matches
Giacomo Raspadori,it ITA,FW,23-043,0.5,15,0,0,7,8,2,15,0,0,,0,,10,33,6,0,1,0,2,1,12,4,Matches
Squad Total,,,26.8,27.0,15587,1806,5484,6764,3496,535,15580,464,197,42.5,206,44.4,8943,48795,25624,518,360,140,388,278,10156,1047,
Opponent Total,,,27.1,27.0,16305,1768,5504,7179,3766,607,16301,379,161,42.5,162,42.7,9316,48545,26124,481,313,124,393,223,10758,993,
