Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Jeffrey Gouweleeuw,nl NED,DF,31-267,24.1,31,1.29,20,3,3,4,0,1,3,0.12,1,0,0,2,0,0,Matches
Ermedin Demirović,ba BIH,"FW,MF",25-009,20.6,48,2.33,35,0,4,4,3,2,8,0.39,4,0,0,2,1,1,Matches
Rafał Gikiewicz,pl POL,GK,35-159,22.0,7,0.32,3,4,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
Elvis Rexhbeçaj,de GER,MF,25-153,21.0,32,1.53,25,1,0,1,5,0,0,0.0,0,0,0,0,0,0,Matches
Robert Gumny,pl POL,DF,24-303,19.7,24,1.22,16,2,0,0,3,3,3,0.15,2,0,0,0,0,1,Matches
Mergim Berisha,de GER,FW,24-327,17.5,33,1.88,12,13,3,3,1,1,7,0.4,2,3,2,0,0,0,Matches
Arne Maier,de GER,MF,24-085,16.0,35,2.19,22,6,0,2,2,3,3,0.19,1,0,0,1,0,1,Matches
Iago,br BRA,"DF,MF",26-011,15.7,32,2.04,22,6,3,0,1,0,5,0.32,5,0,0,0,0,0,Matches
Maximilian Bauer,de GER,DF,23-053,14.7,11,0.75,1,2,0,4,3,1,1,0.07,0,1,0,0,0,0,Matches
Mads Pedersen,dk DEN,"DF,MF",26-214,14.1,23,1.63,14,5,2,0,2,0,1,0.07,0,0,0,0,1,0,Matches
Carlos Gruezo,ec ECU,MF,27-349,10.7,12,1.12,12,0,0,0,0,0,4,0.37,4,0,0,0,0,0,Matches
Arne Engels,be BEL,MF,19-207,10.2,36,3.54,16,15,1,0,3,1,6,0.59,3,1,1,0,0,1,Matches
Ohis Felix Uduokhai,de GER,DF,25-206,10.8,8,0.74,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Florian Niederlechner,de GER,"FW,MF",32-161,10.1,15,1.48,11,0,1,3,0,0,2,0.2,2,0,0,0,0,0,Matches
Ruben Vargas,ch SUI,"MF,FW",24-241,8.6,20,2.32,15,1,2,0,2,0,2,0.23,1,0,0,0,1,0,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21-033,6.3,12,1.91,10,0,0,1,0,1,3,0.48,2,0,0,1,0,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",25-206,8.8,19,2.16,16,3,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
André Hahn,de GER,"FW,MF",32-233,4.3,3,0.69,3,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Tomáš Koubek,cz CZE,GK,30-220,4.0,4,1.0,3,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Renato Veiga,pt POR,DF,19-248,3.7,3,0.81,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Julian Baumgartlinger,at AUT,MF,35-091,5.2,7,1.35,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",35-078,2.9,9,3.06,2,4,0,0,3,0,1,0.34,0,0,0,0,1,0,Matches
Kelvin Yeboah,it ITA,"FW,MF",22-332,2.8,11,3.9,6,0,1,3,0,1,2,0.71,1,0,0,1,0,0,Matches
Niklas Dorsch,de GER,MF,25-078,2.1,2,0.97,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Raphael Framberger,de GER,"DF,FW",27-209,2.0,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Pepi,us USA,FW,20-084,1.1,2,1.89,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Reece Oxford,eng ENG,DF,24-108,1.0,1,0.96,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Frederik Winther,dk DEN,DF,22-089,1.0,1,1.0,1,0,0,0,0,0,1,1.0,1,0,0,0,0,0,Matches
Lukas Petkov,de GER,"MF,FW",22-153,1.6,3,1.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Irvin Cardona,fr FRA,"MF,FW",25-238,1.5,3,1.99,2,0,0,0,1,0,1,0.66,0,0,0,0,1,0,Matches
David Čolina,hr CRO,"DF,MF",22-258,0.7,3,4.09,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nathanael Mbuku,fr FRA,FW,21-018,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,26-225,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aaron Zehnter,de GER,DF,18-154,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,26.0,451,17.35,292,67,21,27,30,14,58,2.23,33,6,3,7,5,4,
Opponent Total,,,27.0,26.0,725,27.88,530,75,26,51,33,10,85,3.27,57,8,4,6,8,2,
