Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Birama Touré,ml MLI,MF,30-304,28.8,0,17,3,17.6,0.59,0.1,0.0,0.0,24.1,0,0,1,1.6,0.8,0.05,-1.6,-0.8,Matches
Jubal,br BRA,DF,29-220,26.7,2,12,2,16.7,0.45,0.07,0.17,1.0,9.1,0,0,0,1.5,1.5,0.12,0.5,0.5,Matches
Gideon Mensah,gh GHA,DF,24-262,19.1,0,4,1,25.0,0.21,0.05,0.0,0.0,27.1,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Benoît Costil,fr FRA,GK,35-277,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rayan Raveloson,mg MAD,"DF,MF",26-080,18.2,1,19,4,21.1,1.04,0.22,0.05,0.25,17.5,2,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
Hamza Sakhi,ma MAR,MF,26-303,17.7,1,28,8,28.6,1.59,0.45,0.04,0.13,23.7,2,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
Mathias Autret,fr FRA,"MF,FW",32-036,14.0,2,22,11,50.0,1.57,0.79,0.05,0.09,26.0,1,1,1,2.3,1.5,0.07,-0.3,-0.5,Matches
Julian Jeanvier,gn GUI,DF,31-006,14.5,1,8,4,50.0,0.55,0.28,0.13,0.25,8.7,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
Nuno da Costa,cv CPV,"FW,MF",32-055,15.2,3,30,10,33.3,1.97,0.66,0.1,0.3,16.2,0,0,0,3.0,3.0,0.1,0.0,0.0,Matches
Lassine Sinayoko,ml MLI,"MF,FW",23-119,14.4,0,30,7,23.3,2.09,0.49,0.0,0.0,17.2,0,0,0,2.4,2.4,0.08,-2.4,-2.4,Matches
Gauthier Hein,fr FRA,"MF,FW",26-242,13.4,2,26,6,23.1,1.95,0.45,0.08,0.33,18.2,1,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches
M'Baye Niang,sn SEN,FW,28-108,13.3,4,26,7,26.9,1.96,0.53,0.08,0.29,14.2,0,2,2,4.0,2.4,0.09,0.0,-0.4,Matches
Gaëtan Perrin,fr FRA,"MF,FW",26-303,12.7,3,21,8,38.1,1.65,0.63,0.1,0.25,21.4,0,1,1,2.7,1.9,0.09,0.3,0.1,Matches
Akim Zedadka,dz ALG,DF,27-311,11.2,0,8,0,0.0,0.71,0.0,0.0,,18.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Souleymane Touré,fr FRA,DF,20-009,10.8,0,5,1,20.0,0.46,0.09,0.0,0.0,7.1,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
Ionuț Radu,ro ROU,GK,25-313,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Paul Joly,fr FRA,DF,22-303,9.6,0,7,0,0.0,0.73,0.0,0.0,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Han-Noah Massengo,fr FRA,MF,21-273,7.9,0,6,1,16.7,0.76,0.13,0.0,0.0,18.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Matthis Abline,fr FRA,FW,20-009,7.2,2,14,5,35.7,1.95,0.7,0.07,0.2,22.5,0,1,2,2.8,1.3,0.09,-0.8,-0.3,Matches
Quentin Bernard,fr FRA,DF,33-273,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Youssouf M'Changama,km COM,MF,32-220,7.2,0,11,2,18.2,1.53,0.28,0.0,0.0,27.9,4,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Alexandre Coeff,fr FRA,DF,31-045,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Siriki Dembélé,ci CIV,MF,26-211,3.2,0,2,0,0.0,0.62,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
