Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Birama Touré,ml MLI,MF,30-304,29,2593.0,89.0,99.3,28.8,29,89.0,27,0,,0,0.9,23.0,49.0,-26.0,-0.9,4.39,30.0,42.5,-12.5,-0.43,-1.42,Matches
Jubal,br BRA,DF,29-220,28,2407.0,86.0,92.2,26.7,26,90.0,26,2,34.0,1,0.93,24.0,46.0,-22.0,-0.82,1.39,28.1,39.3,-11.1,-0.42,0.11,Matches
Gideon Mensah,gh GHA,DF,24-262,20,1722.0,86.0,66.0,19.1,20,86.0,18,0,,2,0.85,13.0,36.0,-23.0,-1.2,-0.8,21.8,27.5,-5.7,-0.3,0.37,Matches
Benoît Costil,fr FRA,GK,35-277,19,1710.0,90.0,65.5,19.0,19,90.0,19,0,,0,0.68,16.0,41.0,-25.0,-1.32,-1.12,18.6,31.0,-12.4,-0.65,-0.66,Matches
Rayan Raveloson,mg MAD,"DF,MF",26-080,25,1641.0,66.0,62.9,18.2,18,87.0,16,7,10.0,2,1.0,11.0,28.0,-17.0,-0.93,0.0,18.8,29.0,-10.1,-0.55,-0.35,Matches
Hamza Sakhi,ma MAR,MF,26-303,23,1589.0,69.0,60.9,17.7,18,83.0,8,5,21.0,3,0.65,15.0,39.0,-24.0,-1.36,-1.09,19.0,25.1,-6.2,-0.35,0.19,Matches
Mathias Autret,fr FRA,"MF,FW",32-036,20,1259.0,63.0,48.2,14.0,16,72.0,0,4,26.0,6,0.7,15.0,26.0,-11.0,-0.79,0.28,14.8,19.9,-5.1,-0.37,0.11,Matches
Julian Jeanvier,gn GUI,DF,31-006,16,1308.0,82.0,50.1,14.5,15,83.0,12,1,65.0,4,0.81,11.0,30.0,-19.0,-1.31,-0.75,14.3,22.3,-7.9,-0.55,-0.25,Matches
Nuno da Costa,cv CPV,"FW,MF",32-055,24,1369.0,57.0,52.5,15.2,14,74.0,1,10,33.0,0,0.79,13.0,23.0,-10.0,-0.66,0.58,15.9,18.0,-2.1,-0.14,0.6,Matches
Lassine Sinayoko,ml MLI,"MF,FW",23-119,26,1294.0,50.0,49.6,14.4,14,76.0,3,12,20.0,2,0.65,11.0,25.0,-14.0,-0.97,-0.08,14.6,22.5,-7.9,-0.55,-0.25,Matches
Gauthier Hein,fr FRA,"MF,FW",26-242,26,1203.0,46.0,46.1,13.4,14,70.0,1,12,19.0,0,0.96,8.0,25.0,-17.0,-1.27,-0.63,12.3,19.4,-7.1,-0.53,-0.2,Matches
M'Baye Niang,sn SEN,FW,28-108,23,1193.0,52.0,45.7,13.3,14,74.0,2,9,17.0,0,0.87,7.0,27.0,-20.0,-1.51,-1.06,13.3,19.6,-6.3,-0.47,-0.09,Matches
Gaëtan Perrin,fr FRA,"MF,FW",26-303,28,1144.0,41.0,43.8,12.7,12,63.0,0,16,24.0,0,0.89,11.0,22.0,-11.0,-0.87,0.12,13.8,21.1,-7.2,-0.57,-0.26,Matches
Akim Zedadka,dz ALG,DF,27-311,12,1009.0,84.0,38.7,11.2,12,84.0,10,0,,1,0.92,9.0,16.0,-7.0,-0.62,0.5,10.9,15.8,-4.9,-0.44,-0.02,Matches
Souleymane Touré,fr FRA,DF,20-009,12,976.0,81.0,37.4,10.8,11,88.0,9,1,13.0,0,1.08,8.0,12.0,-4.0,-0.37,0.9,12.6,14.4,-1.7,-0.16,0.43,Matches
Ionuț Radu,ro ROU,GK,25-313,10,900.0,90.0,34.5,10.0,10,90.0,10,0,,0,1.3,8.0,10.0,-2.0,-0.2,1.12,12.1,12.0,0.1,0.01,0.66,Matches
Paul Joly,fr FRA,DF,22-303,10,867.0,87.0,33.2,9.6,10,87.0,9,0,,6,0.9,9.0,20.0,-11.0,-1.14,-0.32,9.7,15.1,-5.4,-0.56,-0.2,Matches
Han-Noah Massengo,fr FRA,MF,21-273,9,707.0,79.0,27.1,7.9,8,86.0,5,1,22.0,0,1.44,7.0,6.0,1.0,0.13,1.45,9.0,10.0,-1.1,-0.14,0.39,Matches
Matthis Abline,fr FRA,FW,20-009,11,645.0,59.0,24.7,7.2,8,73.0,1,3,21.0,0,1.09,7.0,10.0,-3.0,-0.42,0.68,9.2,9.8,-0.6,-0.09,0.44,Matches
Quentin Bernard,fr FRA,DF,33-273,7,630.0,90.0,24.1,7.0,7,90.0,7,0,,10,0.86,8.0,12.0,-4.0,-0.57,0.47,6.1,10.7,-4.6,-0.66,-0.31,Matches
Youssouf M'Changama,km COM,MF,32-220,21,649.0,31.0,24.9,7.2,6,64.0,0,15,18.0,4,0.62,5.0,18.0,-13.0,-1.8,-1.16,7.7,11.8,-4.1,-0.56,-0.19,Matches
Alexandre Coeff,fr FRA,DF,31-045,7,586.0,84.0,22.5,6.5,6,90.0,6,1,46.0,6,0.86,6.0,14.0,-8.0,-1.23,-0.38,7.0,11.3,-4.3,-0.66,-0.3,Matches
Siriki Dembélé,ci CIV,MF,26-211,7,288.0,41.0,11.0,3.2,4,59.0,0,3,17.0,0,1.71,2.0,2.0,0.0,0.0,1.05,2.6,4.8,-2.2,-0.68,-0.29,Matches
Gaëtan Charbonnier,fr FRA,"FW,MF",34-100,6,254.0,42.0,9.7,2.8,3,72.0,1,3,13.0,0,0.83,3.0,9.0,-6.0,-2.13,-1.32,2.8,5.8,-3.0,-1.06,-0.71,Matches
Brayann Pereira,fr FRA,DF,19-320,2,180.0,90.0,6.9,2.0,2,90.0,2,0,,7,0.0,2.0,6.0,-4.0,-2.0,-1.15,1.4,5.0,-3.6,-1.81,-1.49,Matches
Dénys Bain,fr FRA,DF,29-278,2,126.0,63.0,4.8,1.4,1,90.0,1,1,36.0,14,0.5,2.0,3.0,-1.0,-0.71,0.23,1.8,1.5,0.3,0.2,0.65,Matches
Kenji-Van Boto,mg MAD,DF,27-030,1,90.0,90.0,3.4,1.0,1,90.0,1,0,,13,3.0,2.0,1.0,1.0,1.0,2.0,1.3,1.0,0.3,0.29,0.74,Matches
Kays Ruiz,ma MAR,MF,20-223,1,62.0,62.0,2.4,0.7,1,62.0,0,0,,8,0.0,0.0,1.0,-1.0,-1.45,-0.53,0.1,2.2,-2.1,-2.98,-2.62,Matches
Rémy Dugimont,fr FRA,"FW,MF",36-279,10,108.0,11.0,4.1,1.2,0,,0,10,11.0,11,0.9,5.0,2.0,3.0,2.5,3.58,3.7,2.7,1.0,0.86,1.34,Matches
Ousmane Camara,gn GUI,"FW,MF",21-154,3,24.0,8.0,0.9,0.3,0,,0,3,8.0,1,0.0,0.0,0.0,0.0,0.0,0.94,1.2,0.0,1.1,4.09,4.56,Matches
Ousoumane Camara,fr FRA,MF,24-108,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Kévin Danois,fr FRA,FW,18-282,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Théo De Percin,mq MTQ,GK,22-063,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Donovan Léon,gf GUF,GK,30-154,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
Squad Total,,,28.2,29,2610.0,90.0,100.0,29.0,319,82.0,195,119,20.0,142,0.9,24.0,51.0,-27.0,-0.93,,30.7,43.0,-12.3,-0.42,,
Opponent Total,,,26.8,29,2610.0,90.0,100.0,29.0,319,82.0,195,119,20.0,130,1.83,51.0,24.0,27.0,0.93,,43.0,30.7,12.3,0.42,,
