Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Keziah Veendorp,nl NED,"DF,MF",26-048,26.3,3,0,0,18,4,0,12,24,22,0,0,0,189,33,29,53.2,Matches
Mark Diemers,nl NED,"MF,FW",29-177,24.5,2,0,0,10,70,3,203,12,20,0,0,0,148,8,11,42.1,Matches
Miguel Araujo,pe PER,DF,28-164,23.7,4,1,1,17,11,1,2,28,19,0,0,0,134,66,48,57.9,Matches
Richairo Živković,cw CUW,FW,26-213,20.6,5,0,0,41,22,2,10,9,23,0,0,0,50,29,37,43.9,Matches
Ole Romeny,nl NED,"FW,MF",22-290,21.4,2,0,0,20,62,6,30,8,21,1,0,0,99,20,43,31.7,Matches
Lucas Bernadou,fr FRA,MF,22-194,19.6,3,0,0,15,10,0,14,29,25,0,0,0,116,16,29,35.6,Matches
Jeroen Veldmate,nl NED,DF,34-149,19.6,1,0,0,15,9,0,2,23,15,0,0,0,121,45,19,70.3,Matches
Mickey van der Hart,nl NED,GK,28-297,18.0,0,0,0,0,1,0,0,0,1,0,0,0,31,9,0,100.0,Matches
Jari Vlak,nl NED,MF,24-234,16.8,4,0,0,19,4,1,14,23,16,0,1,0,129,39,30,56.5,Matches
Rui Mendes,de GER,"FW,MF",23-147,15.7,2,0,0,17,5,6,17,8,9,0,0,0,59,7,20,25.9,Matches
Mohamed Bouchouari,be BEL,DF,22-142,16.4,2,0,0,18,20,1,77,14,22,0,0,0,118,7,12,36.8,Matches
Lorenzo Burnet,nl NED,DF,32-085,10.7,1,0,0,9,7,2,21,7,17,0,0,0,48,9,13,40.9,Matches
Julius Dirksen,nl NED,DF,20-063,11.1,1,0,0,7,4,0,14,27,22,0,0,0,69,19,19,50.0,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-246,10.9,0,0,0,10,24,2,6,4,7,0,0,0,45,26,18,59.1,Matches
Eric Oelschlägel,de GER,GK,27-198,9.0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,,Matches
Mike te Wierik,nl NED,DF,30-302,6.8,3,1,1,13,3,0,5,13,8,0,0,0,37,19,12,61.3,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-008,4.2,0,0,0,2,4,2,10,3,2,0,0,0,22,5,15,25.0,Matches
Jeff Hardeveld,nl NED,DF,28-038,3.9,0,0,0,4,1,0,18,12,13,0,0,0,23,3,4,42.9,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-101,6.4,4,0,0,15,13,2,29,4,10,0,0,0,37,7,20,25.9,Matches
Dennis Vos,nl NED,DF,21-129,3.0,0,0,0,4,2,0,7,2,0,0,0,0,25,4,9,30.8,Matches
Michaël Heylen,be BEL,"DF,MF",29-093,2.7,1,0,0,4,0,0,2,1,4,0,0,0,24,6,7,46.2,Matches
Danny Hoesen,nl NED,FW,32-081,1.2,0,0,0,1,1,1,0,0,0,0,0,0,2,1,3,25.0,Matches
Maikel Kieftenbeld,nl NED,MF,32-284,1.0,0,0,0,3,2,0,1,2,0,0,0,1,8,0,2,0.0,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",23-284,0.9,0,0,0,2,3,0,5,0,2,0,0,0,4,2,3,40.0,Matches
Ben Scholte,nl NED,"MF,DF",21-239,0.8,0,0,0,0,0,1,1,1,0,0,0,0,6,3,2,60.0,Matches
Oussama Darfalou,dz ALG,FW,29-190,0.8,0,0,0,1,1,0,0,1,0,0,0,0,0,1,7,12.5,Matches
Azzeddine Toufiqui,fr FRA,"MF,FW",23-346,0.4,0,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0.0,Matches
Metehan Güçlü,tr TUR,FW,24-004,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.5,27.0,38,2,2,265,286,30,501,255,278,1,1,1,1570,384,413,48.2,
Opponent Total,,,25.5,27.0,44,2,0,297,248,42,555,261,267,1,1,2,1534,413,384,51.8,
