Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Keziah Veendorp,nl NED,"DF,MF",26-048,27,2369.0,88.0,97.5,26.3,27,88.0,24,0,,0,0.89,25.0,44.0,-19.0,-0.72,2.23,28.0,35.8,-7.8,-0.3,-0.29,Matches
Mark Diemers,nl NED,"MF,FW",29-177,26,2206.0,85.0,90.8,24.5,25,86.0,18,1,45.0,0,0.92,23.0,42.0,-19.0,-0.78,0.03,26.5,33.9,-7.4,-0.3,-0.13,Matches
Miguel Araujo,pe PER,DF,28-164,24,2130.0,89.0,87.7,23.7,24,89.0,22,0,,0,0.96,23.0,35.0,-12.0,-0.51,2.19,23.1,30.3,-7.2,-0.3,-0.11,Matches
Richairo Živković,cw CUW,FW,26-213,25,1855.0,74.0,76.3,20.6,23,78.0,7,2,31.0,0,0.92,18.0,32.0,-14.0,-0.68,0.42,21.8,28.0,-6.2,-0.3,-0.03,Matches
Ole Romeny,nl NED,"FW,MF",22-290,26,1924.0,74.0,79.2,21.4,22,82.0,10,4,29.0,0,0.88,17.0,39.0,-22.0,-1.03,-1.21,22.1,29.9,-7.8,-0.37,-0.36,Matches
Lucas Bernadou,fr FRA,MF,22-194,25,1766.0,71.0,72.7,19.6,22,77.0,9,3,25.0,0,0.84,16.0,32.0,-16.0,-0.82,-0.14,20.3,24.0,-3.7,-0.19,0.38,Matches
Jeroen Veldmate,nl NED,DF,34-149,22,1761.0,80.0,72.5,19.6,22,80.0,12,0,,0,0.95,18.0,37.0,-19.0,-0.97,-0.7,20.1,26.5,-6.3,-0.32,-0.12,Matches
Mickey van der Hart,nl NED,GK,28-297,18,1620.0,90.0,66.7,18.0,18,90.0,18,0,,5,1.06,18.0,25.0,-7.0,-0.39,1.17,20.3,24.5,-4.2,-0.23,0.17,Matches
Jari Vlak,nl NED,MF,24-234,26,1509.0,58.0,62.1,16.8,17,80.0,10,9,16.0,0,0.81,16.0,31.0,-15.0,-0.89,-0.31,18.0,23.1,-5.2,-0.31,-0.05,Matches
Rui Mendes,de GER,"FW,MF",23-147,18,1410.0,78.0,58.0,15.7,16,85.0,12,2,23.0,0,0.83,14.0,27.0,-13.0,-0.83,-0.12,15.9,19.5,-3.7,-0.23,0.14,Matches
Mohamed Bouchouari,be BEL,DF,22-142,20,1477.0,74.0,60.8,16.4,15,89.0,14,5,27.0,2,1.0,16.0,24.0,-8.0,-0.49,0.74,17.8,20.9,-3.1,-0.19,0.26,Matches
Lorenzo Burnet,nl NED,DF,32-085,14,961.0,69.0,39.5,10.7,12,75.0,2,2,32.0,3,1.0,6.0,18.0,-12.0,-1.12,-0.57,10.0,14.2,-4.2,-0.4,-0.17,Matches
Julius Dirksen,nl NED,DF,20-063,20,1000.0,50.0,41.2,11.1,11,74.0,6,9,21.0,7,0.85,12.0,17.0,-5.0,-0.45,0.56,13.3,16.5,-3.2,-0.29,0.01,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-246,19,981.0,52.0,40.4,10.9,10,78.0,5,9,22.0,0,0.79,10.0,20.0,-10.0,-0.92,-0.23,11.3,15.6,-4.3,-0.4,-0.18,Matches
Eric Oelschlägel,de GER,GK,27-198,9,810.0,90.0,33.3,9.0,9,90.0,9,0,,18,0.56,7.0,21.0,-14.0,-1.56,-1.17,8.5,12.1,-3.7,-0.41,-0.17,Matches
Mike te Wierik,nl NED,DF,30-302,7,612.0,87.0,25.2,6.8,7,87.0,6,0,,0,1.14,8.0,10.0,-2.0,-0.29,0.65,7.7,9.9,-2.2,-0.32,-0.04,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-008,7,380.0,54.0,15.6,4.2,5,71.0,0,2,12.0,0,1.14,4.0,3.0,1.0,0.24,1.2,6.5,5.9,0.6,0.15,0.52,Matches
Jeff Hardeveld,nl NED,DF,28-038,6,354.0,59.0,14.6,3.9,4,79.0,3,2,20.0,0,0.67,5.0,7.0,-2.0,-0.51,0.32,3.7,4.8,-1.1,-0.27,0.02,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-101,24,580.0,24.0,23.9,6.4,3,65.0,0,21,18.0,3,0.83,7.0,14.0,-7.0,-1.09,-0.41,8.2,8.5,-0.3,-0.05,0.32,Matches
Dennis Vos,nl NED,DF,21-129,5,274.0,55.0,11.3,3.0,2,74.0,1,3,42.0,4,0.8,3.0,6.0,-3.0,-0.99,-0.23,4.0,5.7,-1.7,-0.54,-0.29,Matches
