Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Lorenzo Montipò,it ITA,GK,27-042,27.0,7,0.26,2,5,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Adrien Tameze,cm CMR,MF,29-058,24.3,39,1.6,33,1,1,0,3,1,3,0.12,3,0,0,0,0,0,Matches
Darko Lazović,rs SRB,"MF,DF",32-200,19.9,52,2.61,35,10,3,2,0,2,4,0.2,2,2,0,0,0,0,Matches
Isak Hien,se SWE,DF,24-080,19.3,14,0.73,11,1,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Fabio Depaoli,it ITA,DF,25-344,17.3,34,1.96,24,6,0,0,3,1,2,0.12,2,0,0,0,0,0,Matches
Paweł Dawidowicz,pl POL,DF,27-318,13.6,15,1.11,12,1,0,1,0,1,1,0.07,0,0,0,1,0,0,Matches
Federico Ceccherini,it ITA,DF,30-327,12.2,12,0.98,8,1,0,0,0,3,1,0.08,0,0,0,0,0,1,Matches
Kevin Lasagna,it ITA,"FW,MF",30-236,15.1,34,2.25,23,0,4,4,2,1,3,0.2,1,0,1,1,0,0,Matches
Josh Doig,sct SCO,DF,20-320,14.0,32,2.28,22,4,3,1,2,0,7,0.5,5,0,1,0,1,0,Matches
Thomas Henry,fr FRA,FW,28-195,11.4,22,1.92,16,1,1,3,1,0,0,0.0,0,0,0,0,0,0,Matches
Davide Faraoni,it ITA,DF,31-160,9.7,17,1.76,11,1,2,3,0,0,3,0.31,1,0,1,1,0,0,Matches
Diego Coppola,it ITA,DF,19-096,11.4,9,0.79,6,2,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Koray Günter,de GER,DF,28-230,11.1,13,1.17,10,1,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
Miguel Veloso,pt POR,MF,36-327,10.8,34,3.15,19,11,0,4,0,0,2,0.19,2,0,0,0,0,0,Matches
Giangiacomo Magnani,it ITA,DF,27-181,10.0,8,0.81,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ivan Ilić,rs SRB,MF,22-017,9.5,28,2.96,14,12,2,0,0,0,2,0.21,1,0,1,0,0,0,Matches
Milan Đurić,ba BIH,FW,32-316,8.5,23,2.71,19,0,0,2,2,0,1,0.12,1,0,0,0,0,0,Matches
Ondrej Duda,sk SVK,MF,28-119,7.9,15,1.89,8,1,1,2,2,1,1,0.13,0,0,0,1,0,0,Matches
Yayah Kallon,sl SLE,"MF,FW",21-277,8.6,27,3.12,23,0,2,0,2,0,1,0.12,1,0,0,0,0,0,Matches
Simone Verdi,it ITA,MF,30-265,7.0,29,4.14,16,8,2,0,2,1,0,0.0,0,0,0,0,0,0,Matches
Martin Hongla,cm CMR,MF,25-018,5.8,11,1.89,9,0,1,1,0,0,1,0.17,1,0,0,0,0,0,Matches
Adolfo Gaich,ar ARG,FW,24-036,5.1,15,2.93,12,0,1,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Cyril Ngonge,be BEL,"MF,FW",22-312,3.7,13,3.56,6,0,3,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Filippo Terracciano,it ITA,"DF,MF",20-054,6.1,9,1.48,5,1,2,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Ibrahim Sulemana,gh GHA,MF,19-316,4.0,9,2.26,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ajdin Hrustic,au AUS,MF,26-272,2.5,7,2.79,6,1,0,0,0,0,1,0.4,1,0,0,0,0,0,Matches
Jayden Braaf,nl NED,MF,20-215,2.5,4,1.6,1,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberto Piccoli,it ITA,FW,22-066,2.1,1,0.47,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Panagiotis Retsos,gr GRE,DF,24-237,1.4,1,0.73,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Simone Perilli,it ITA,GK,28-086,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Amione,ar ARG,DF,21-090,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Cabal,co COL,DF,22-085,1.9,4,2.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Oliver Abildgaard,dk DEN,"MF,DF",26-297,0.9,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Antonín Barák,cz CZE,MF,28-121,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Deyovaisio Zeefuik,nl NED,DF,25-023,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alessandro Cortinovis,it ITA,MF,22-068,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,28.0,539,19.25,370,70,31,33,20,15,35,1.25,22,2,4,5,1,1,
Opponent Total,,,27.4,28.0,673,24.04,479,67,35,45,37,10,73,2.61,59,5,5,2,2,0,
