Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Lorenzo Montipò,it ITA,GK,27-045,27.0,876,595,279,79,0,2,0,0,0,0,0,0,557,2,0,Matches
Adrien Tameze,cm CMR,MF,29-061,24.3,815,765,45,36,0,5,12,3,0,0,0,0,622,5,17,Matches
Darko Lazović,rs SRB,"MF,DF",32-203,19.9,670,573,88,9,5,1,96,45,33,12,15,0,425,9,29,Matches
Isak Hien,se SWE,DF,24-083,19.3,742,699,40,18,0,4,1,22,0,0,0,0,546,3,14,Matches
Fabio Depaoli,it ITA,DF,25-347,17.3,549,403,143,4,0,1,46,137,2,1,1,0,363,3,13,Matches
Paweł Dawidowicz,pl POL,DF,27-321,13.6,663,614,48,18,1,1,10,30,0,0,0,0,502,1,10,Matches
Federico Ceccherini,it ITA,DF,30-330,12.2,508,462,46,15,0,2,4,28,0,0,0,0,386,0,14,Matches
Kevin Lasagna,it ITA,"FW,MF",30-239,15.1,230,211,13,1,0,1,11,1,0,0,0,0,138,6,13,Matches
Josh Doig,sct SCO,DF,20-323,14.0,497,380,114,1,0,0,45,111,2,2,0,0,332,3,19,Matches
Thomas Henry,fr FRA,FW,28-198,11.4,226,213,9,0,1,2,5,1,0,0,0,0,115,4,9,Matches
Davide Faraoni,it ITA,DF,31-163,9.7,368,296,69,0,1,6,26,69,0,0,0,0,246,3,9,Matches
Diego Coppola,it ITA,DF,19-099,11.4,501,445,53,10,0,2,3,43,0,0,0,0,363,3,9,Matches
Koray Günter,de GER,DF,28-233,11.1,422,400,21,20,0,3,3,1,0,0,0,0,323,1,5,Matches
Miguel Veloso,pt POR,MF,36-330,10.8,510,434,74,40,1,3,54,5,27,16,8,1,372,2,11,Matches
Giangiacomo Magnani,it ITA,DF,27-184,10.0,307,299,8,6,0,3,2,2,0,0,0,0,223,0,1,Matches
Ivan Ilić,rs SRB,MF,22-020,9.5,401,332,68,17,1,3,47,2,39,14,19,0,279,1,13,Matches
Milan Đurić,ba BIH,FW,32-319,8.5,307,306,1,0,2,0,0,0,0,0,0,0,165,0,1,Matches
Ondrej Duda,sk SVK,MF,28-122,7.9,315,290,22,9,2,4,10,1,5,2,1,0,237,3,7,Matches
Yayah Kallon,sl SLE,"MF,FW",21-280,8.6,216,203,12,2,0,0,30,4,1,0,0,0,138,1,9,Matches
Simone Verdi,it ITA,MF,30-268,7.0,255,206,46,9,3,7,49,4,25,11,11,0,162,3,17,Matches
Martin Hongla,cm CMR,MF,25-021,5.8,212,204,8,5,0,3,8,1,0,0,0,0,166,0,1,Matches
Adolfo Gaich,ar ARG,FW,24-039,5.1,121,118,2,0,0,0,0,0,0,0,0,0,73,1,3,Matches
Cyril Ngonge,be BEL,"MF,FW",22-315,3.7,82,78,2,0,1,1,5,0,1,0,0,0,52,2,2,Matches
Filippo Terracciano,it ITA,"DF,MF",20-057,6.1,217,186,30,6,0,3,16,22,2,1,1,0,148,1,7,Matches
Ibrahim Sulemana,gh GHA,MF,19-319,4.0,103,103,0,0,0,2,2,0,0,0,0,0,73,0,3,Matches
Ajdin Hrustic,au AUS,MF,26-275,2.5,94,82,12,6,0,1,7,0,4,2,0,0,75,0,4,Matches
Jayden Braaf,nl NED,MF,20-218,2.5,52,51,1,1,0,0,4,0,0,0,0,0,39,0,5,Matches
Roberto Piccoli,it ITA,FW,22-069,2.1,25,23,1,0,0,0,3,0,0,0,0,0,13,1,0,Matches
Panagiotis Retsos,gr GRE,DF,24-240,1.4,56,43,12,3,0,1,0,9,0,0,0,0,44,1,1,Matches
Simone Perilli,it ITA,GK,28-089,1.0,34,19,15,2,0,0,0,0,0,0,0,0,10,0,0,Matches
Bruno Amione,ar ARG,DF,21-093,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1,Matches
Juan Cabal,co COL,DF,22-088,1.9,99,93,6,3,0,4,3,3,0,0,0,0,74,0,4,Matches
Oliver Abildgaard,dk DEN,"MF,DF",26-300,0.9,22,22,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Antonín Barák,cz CZE,MF,28-124,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,Matches
Deyovaisio Zeefuik,nl NED,DF,25-026,0.1,7,6,1,0,0,1,1,1,0,0,0,0,5,0,0,Matches
Alessandro Cortinovis,it ITA,MF,22-071,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
Squad Total,,,27.2,28.0,10538,9182,1297,320,18,66,505,548,141,61,56,1,7304,59,251,
Opponent Total,,,27.4,28.0,13867,12326,1512,458,30,70,455,611,146,55,71,0,10625,29,261,
