Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Joshua Kimmich,de GER,MF,28-057,23.6,2022,1762,254,97,22,9,166,16,141,56,68,4,1706,6,17,Matches
Dayot Upamecano,fr FRA,DF,24-161,23.0,2014,1961,50,40,0,10,2,4,0,0,0,0,1820,3,8,Matches
Alphonso Davies,ca CAN,DF,22-155,21.3,1457,1277,172,21,2,9,21,151,0,0,0,0,1263,8,21,Matches
Benjamin Pavard,fr FRA,DF,27-009,20.0,1741,1613,125,23,2,14,39,101,0,0,0,0,1525,3,16,Matches
Jamal Musiala,de GER,"MF,FW",20-039,18.8,767,751,11,0,1,2,7,5,0,0,0,0,636,5,20,Matches
Matthijs de Ligt,nl NED,DF,23-237,18.8,1452,1421,27,24,0,14,1,2,0,0,0,0,1320,4,6,Matches
Leon Goretzka,de GER,MF,28-059,15.6,789,767,18,12,4,2,7,4,0,0,0,0,645,4,8,Matches
Leroy Sané,de GER,"MF,FW",27-085,17.5,893,873,15,0,8,1,9,7,3,1,0,0,727,5,16,Matches
Serge Gnabry,de GER,"FW,MF",27-266,14.9,662,629,27,0,3,1,35,11,8,3,5,0,528,6,18,Matches
Thomas Müller,de GER,"FW,MF",33-205,12.5,575,551,18,2,6,3,22,10,2,0,0,0,435,6,12,Matches
Sadio Mané,sn SEN,FW,30-361,12.2,323,303,17,2,1,3,14,4,0,0,0,0,239,3,22,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,34-014,12.1,282,266,15,0,3,1,3,0,0,0,0,0,216,1,9,Matches
Manuel Neuer,de GER,GK,37-010,12.0,504,415,89,19,0,0,0,1,0,0,0,0,449,0,0,Matches
Yann Sommer,ch SUI,GK,34-110,11.0,460,388,72,16,0,0,0,0,0,0,0,0,404,0,2,Matches
Kingsley Coman,fr FRA,"FW,MF",26-297,11.1,581,567,11,1,4,7,61,9,1,0,1,0,460,3,15,Matches
Marcel Sabitzer,at AUT,MF,29-020,7.0,466,451,12,6,1,2,5,4,1,1,0,0,402,3,3,Matches
Noussair Mazraoui,ma MAR,DF,25-143,6.3,457,397,59,5,1,0,10,54,0,0,0,0,394,1,4,Matches
Lucas Hernández,fr FRA,DF,27-051,5.3,377,347,27,3,0,9,2,24,0,0,0,0,337,3,4,Matches
João Cancelo,pt POR,"DF,FW",28-314,4.1,277,242,34,4,0,4,10,30,0,0,0,0,224,1,6,Matches
Josip Stanišić,hr CRO,DF,23-004,5.2,503,459,44,2,0,1,8,41,1,0,0,0,456,0,3,Matches
Sven Ulreich,de GER,GK,34-246,3.0,131,110,20,2,0,0,0,0,0,0,0,0,110,1,0,Matches
Ryan Gravenberch,nl NED,MF,20-325,3.6,203,198,3,0,0,1,5,0,3,1,2,0,174,2,3,Matches
Mathys Tel,fr FRA,FW,17-344,3.5,134,131,3,1,0,0,1,0,0,0,0,0,110,0,3,Matches
Daley Blind,nl NED,"DF,MF",33-028,1.5,100,92,7,6,0,1,1,1,0,0,0,0,87,1,1,Matches
Paul Wanner,de GER,MF,17-104,0.3,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Gabriel Vidovic,hr CRO,FW,19-126,0.2,13,13,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
Arijon Ibrahimović,de GER,MF,17-116,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Squad Total,,,27.3,26.0,17200,16001,1130,286,58,94,429,479,160,62,76,4,14691,69,218,
Opponent Total,,,27.1,26.0,9982,8753,1187,287,15,91,333,467,104,53,39,1,7385,42,251,
