Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Joshua Kimmich,de GER,MF,28-057,23.6,5,1,1,18,39,0,166,34,38,0,0,0,202,11,25,30.6,Matches
Dayot Upamecano,fr FRA,DF,24-161,23.0,5,1,0,27,13,1,2,25,34,0,1,0,184,39,35,52.7,Matches
Alphonso Davies,ca CAN,DF,22-155,21.3,0,0,0,8,24,3,21,23,26,0,0,0,186,5,5,50.0,Matches
Benjamin Pavard,fr FRA,DF,27-009,20.0,4,0,0,21,12,4,39,33,34,0,2,0,118,45,21,68.2,Matches
Jamal Musiala,de GER,"MF,FW",20-039,18.8,1,0,0,12,28,1,7,15,20,0,0,0,108,11,8,57.9,Matches
Matthijs de Ligt,nl NED,DF,23-237,18.8,4,0,0,18,15,2,1,17,14,0,2,0,120,60,42,58.8,Matches
Leon Goretzka,de GER,MF,28-059,15.6,4,0,0,21,13,2,7,23,22,0,0,0,117,40,19,67.8,Matches
Leroy Sané,de GER,"MF,FW",27-085,17.5,4,0,0,13,18,3,9,2,23,0,0,0,87,5,4,55.6,Matches
Serge Gnabry,de GER,"FW,MF",27-266,14.9,0,0,0,21,8,6,35,8,15,2,1,0,60,3,10,23.1,Matches
Thomas Müller,de GER,"FW,MF",33-205,12.5,0,0,0,6,6,5,22,3,8,0,0,0,44,28,12,70.0,Matches
Sadio Mané,sn SEN,FW,30-361,12.2,1,0,0,13,20,19,14,0,3,1,0,0,33,13,12,52.0,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,34-014,12.1,0,0,0,4,7,11,3,0,7,0,0,0,25,18,20,47.4,Matches
Manuel Neuer,de GER,GK,37-010,12.0,0,0,0,0,1,0,0,0,0,0,0,0,21,3,0,100.0,Matches
Yann Sommer,ch SUI,GK,34-110,11.0,1,0,0,1,0,0,0,1,0,0,0,0,23,5,2,71.4,Matches
Kingsley Coman,fr FRA,"FW,MF",26-297,11.1,2,1,1,8,15,5,61,1,7,1,0,0,53,8,5,61.5,Matches
Marcel Sabitzer,at AUT,MF,29-020,7.0,2,0,0,7,1,1,5,10,14,0,0,0,47,8,11,42.1,Matches
Noussair Mazraoui,ma MAR,DF,25-143,6.3,0,0,0,10,5,1,10,6,12,0,0,0,25,8,9,47.1,Matches
Lucas Hernández,fr FRA,DF,27-051,5.3,1,0,0,4,4,0,2,5,4,0,0,0,33,4,2,66.7,Matches
João Cancelo,pt POR,"DF,FW",28-314,4.1,1,0,0,4,7,3,10,5,10,0,0,0,25,9,3,75.0,Matches
Josip Stanišić,hr CRO,DF,23-004,5.2,1,0,0,4,2,0,8,6,11,0,0,0,28,4,2,66.7,Matches
Sven Ulreich,de GER,GK,34-246,3.0,1,0,0,1,1,0,0,0,1,0,1,0,5,0,0,,Matches
Ryan Gravenberch,nl NED,MF,20-325,3.6,1,0,0,6,3,0,5,4,6,0,0,0,33,0,1,0.0,Matches
Mathys Tel,fr FRA,FW,17-344,3.5,2,0,0,8,5,2,1,0,1,0,0,0,14,8,9,47.1,Matches
Daley Blind,nl NED,"DF,MF",33-028,1.5,0,0,0,1,0,0,1,2,0,0,0,0,7,2,1,66.7,Matches
Paul Wanner,de GER,MF,17-104,0.3,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0,Matches
Gabriel Vidovic,hr CRO,FW,19-126,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
Arijon Ibrahimović,de GER,MF,17-116,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Squad Total,,,27.3,26.0,41,3,2,237,248,69,429,223,312,4,7,0,1603,340,259,56.8,
Opponent Total,,,27.1,26.0,36,0,0,259,228,42,333,305,314,7,4,2,1453,259,340,43.2,
