Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Tijjani Reijnders,nl NED,MF,24-251,26.9,122,4.53,90,13,10,5,2,2,12,0.45,9,1,0,0,0,2,Matches
Pantelis Hatzidiakos,gr GRE,DF,26-078,25.1,45,1.79,42,2,0,0,0,1,7,0.28,6,0,0,0,0,1,Matches
Jordy Clasie,nl NED,MF,31-283,25.5,59,2.31,53,4,0,2,0,0,5,0.2,5,0,0,0,0,0,Matches
Milos Kerkez,hu HUN,DF,19-150,22.7,51,2.25,39,1,3,2,4,2,2,0.09,2,0,0,0,0,0,Matches
Jens Odgaard,dk DEN,FW,24-006,20.6,66,3.21,38,2,12,8,5,1,9,0.44,6,0,0,3,0,0,Matches
Yukinari Sugawara,jp JPN,"DF,FW",22-282,20.1,48,2.39,38,7,2,0,0,1,10,0.5,9,0,1,0,0,0,Matches
Jesper Karlsson,se SWE,FW,24-255,17.5,67,3.82,54,8,3,2,0,0,9,0.51,7,1,0,1,0,0,Matches
Sam Beukema,nl NED,DF,24-140,17.6,13,0.74,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vangelis Pavlidis,gr GRE,FW,24-136,16.0,55,3.44,37,1,6,6,3,2,9,0.56,4,0,1,3,1,0,Matches
Hobie Verhulst,nl NED,GK,30-004,16.0,4,0.25,3,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Dani de Wit,nl NED,MF,25-068,12.4,21,1.69,20,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
Mathew Ryan,au AUS,GK,30-363,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Maxim Dekker,nl NED,DF,18-350,9.4,6,0.64,6,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Myron van Brederode,nl NED,FW,19-274,8.2,38,4.63,31,0,2,0,3,2,3,0.37,3,0,0,0,0,0,Matches
Sven Mijnans,nl NED,"MF,FW",23-028,7.2,22,3.07,18,0,1,1,1,1,3,0.42,2,0,1,0,0,0,Matches
Wouter Goes,nl NED,DF,18-300,6.3,4,0.63,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Håkon Evjen,no NOR,FW,23-051,5.7,22,3.87,15,5,0,1,0,1,3,0.53,3,0,0,0,0,0,Matches
Djordje Mihailovic,us USA,"MF,FW",24-147,4.3,15,3.5,13,0,0,2,0,0,1,0.23,1,0,0,0,0,0,Matches
Bruno Martins Indi,nl NED,DF,31-057,3.5,3,0.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mees de Wit,nl NED,"DF,FW",24-354,5.7,16,2.78,13,0,0,2,0,1,3,0.52,3,0,0,0,0,0,Matches
Zinho Vanheusden,be BEL,DF,23-251,2.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Riechedly Bazoer,nl NED,"MF,FW",26-176,2.6,7,2.74,3,0,1,0,3,0,1,0.39,1,0,0,0,0,0,Matches
Fedde de Jong,nl NED,DF,19-297,0.8,1,1.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mayckel Lahdo,se SWE,FW,20-097,3.7,16,4.31,12,0,2,1,0,1,2,0.54,1,0,1,0,0,0,Matches
Yusuf Barasi,tr TUR,"FW,MF",20-006,2.1,4,1.93,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peer Koopmeiners,nl NED,"MF,FW",22-337,1.1,3,2.7,3,0,0,0,0,0,1,0.9,1,0,0,0,0,0,Matches
Mexx Meerdink,nl NED,"FW,MF",19-256,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Aslak Witry,no NOR,DF,27-027,0.6,5,8.33,5,0,0,0,0,0,2,3.33,2,0,0,0,0,0,Matches
Zico Buurmeester,nl NED,MF,20-303,0.5,1,1.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.8,27.0,716,26.52,560,44,42,32,22,16,86,3.19,69,2,4,7,1,3,
Opponent Total,,,25.6,27.0,558,20.67,400,42,28,42,36,10,53,1.96,38,3,2,4,6,0,
