Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Waldemar Anton,de GER,DF,26-257,24.8,3,0,0,22,24,1,28,32,23,0,0,0,177,42,42,50.0,Matches
Wataru Endo,jp JPN,MF,30-053,24.5,0,0,0,27,42,3,5,23,31,0,0,0,179,54,39,58.1,Matches
Hiroki Ito,jp JPN,DF,23-326,22.5,4,0,0,14,16,3,45,31,21,0,0,0,165,25,26,49.0,Matches
Konstantinos Mavropanos,gr GRE,DF,25-113,21.8,6,0,0,17,21,1,5,58,24,0,0,0,159,65,30,68.4,Matches
Florian Müller,de GER,GK,25-141,19.0,0,0,0,0,2,0,0,0,0,0,0,0,39,3,0,100.0,Matches
Silas Katompa,cd COD,"FW,DF",24-179,17.3,3,0,0,30,15,14,25,5,16,1,0,0,54,17,15,53.1,Matches
Chris Führich,de GER,"FW,MF",25-084,17.0,2,0,0,6,9,3,43,7,13,0,0,0,83,1,9,10.0,Matches
Naouirou Ahamada,fr FRA,MF,21-005,15.5,4,1,1,16,17,1,6,8,11,0,1,0,88,7,16,30.4,Matches
Borna Sosa,hr CRO,DF,25-072,15.0,5,0,0,7,9,0,171,15,15,0,0,0,93,12,12,50.0,Matches
Atakan Karazor,de GER,MF,26-172,14.9,9,0,0,19,18,0,0,23,25,0,0,0,124,40,29,58.0,Matches
Tiago Tomás,pt POR,"FW,MF",20-291,11.3,1,0,0,10,35,2,20,1,4,0,0,0,40,4,13,23.5,Matches
Sehrou Guirassy,gn GUI,FW,27-022,11.1,3,1,1,11,23,7,6,0,1,1,0,0,28,27,26,50.9,Matches
Josha Vagnoman,de GER,"DF,MF",22-113,8.7,2,1,1,9,4,1,15,6,7,0,0,0,32,13,10,56.5,Matches
Dan-Axel Zagadou,fr FRA,DF,23-304,8.3,2,0,0,8,0,0,0,9,6,0,2,0,42,24,12,66.7,Matches
Genki Haraguchi,jp JPN,MF,31-329,7.4,1,0,0,2,15,0,8,8,7,0,0,1,36,5,10,33.3,Matches
Fabian Bredlow,de GER,GK,28-032,7.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
Luca Pfeiffer,de GER,FW,26-226,7.4,1,1,0,13,7,1,1,1,1,0,0,0,14,28,27,50.9,Matches
Gil Bastião Dias,pt POR,FW,26-187,4.4,0,0,0,6,5,2,6,2,6,0,0,0,30,7,8,46.7,Matches
Enzo Millot,fr FRA,MF,20-260,5.6,3,0,0,12,11,0,15,9,8,0,0,0,26,4,9,30.8,Matches
Nikolas Nartey,dk DEN,"DF,MF",23-040,4.3,1,0,0,4,6,1,6,3,4,0,0,0,30,7,5,58.3,Matches
Juan Perea,co COL,FW,23-039,4.4,0,0,0,10,11,6,6,1,4,0,0,0,16,4,15,21.1,Matches
Pascal Stenzel,de GER,DF,27-014,3.6,0,0,0,3,2,0,20,5,8,0,0,0,28,1,2,33.3,Matches
Sasa Kalajdzic,at AUT,FW,25-270,2.6,1,0,0,6,1,0,0,0,2,0,0,0,2,9,9,50.0,Matches
Lilian Egloff,de GER,"MF,FW",20-226,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9,Matches
Thomas Kastanaras,gr GRE,"FW,DF",20-084,0.8,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,Matches
Tanguy Coulibaly,fr FRA,"FW,DF",22-044,2.5,1,0,0,4,4,1,7,3,9,0,0,0,19,0,3,0.0,Matches
Darko Churlinov,mk MKD,FW,22-266,0.3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0.0,Matches
Clinton Mola,eng ENG,DF,22-019,0.2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,50.0,Matches
Lauren Ulrich,de GER,MF,18-062,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Matches
Alou Kuol,au AUS,FW,22-188,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Matches
Squad Total,,,25.3,26.0,54,4,3,259,303,47,443,252,260,2,3,1,1537,403,378,51.6,
Opponent Total,,,27.3,26.0,54,0,0,314,246,46,457,218,284,3,3,0,1452,378,403,48.4,
