Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Alex Bangura,sl SLE,DF,23-264,22.7,34,24,24,9,1,19,30,63.3,11,19,5,14,19,53,37,0,Matches
Mitchell Paulissen,nl NED,MF,29-347,20.0,39,26,18,19,2,15,43,34.9,28,19,2,17,10,49,28,1,Matches
Daniël van Kaam,nl NED,MF,22-284,19.7,28,14,14,13,1,10,20,50.0,10,8,3,5,8,36,18,0,Matches
Leon Bergsma,nl NED,DF,26-068,19.4,35,22,23,12,0,23,29,79.3,6,31,18,13,19,54,85,1,Matches
Mees Hoedemakers,nl NED,MF,25-044,18.1,52,28,17,32,3,24,49,49.0,25,24,8,16,24,76,38,1,Matches
Marco Tol,nl NED,DF,24-343,17.2,15,11,11,4,0,7,10,70.0,3,30,24,6,27,42,89,1,Matches
Doke Schmidt,nl NED,DF,30-361,16.5,44,23,29,12,3,32,49,65.3,17,18,10,8,20,64,55,0,Matches
João Virgínia,pt POR,GK,23-175,17.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,3,Matches
Floris Smand,nl NED,DF,20-073,14.8,16,13,14,1,1,7,15,46.7,8,22,13,9,28,44,80,0,Matches
Silvester van der Water,nl NED,"FW,MF",26-185,12.3,35,21,17,14,4,17,33,51.5,16,9,1,8,3,38,9,0,Matches
Jamie Jacobs,nl NED,MF,25-121,12.4,25,11,11,10,4,14,35,40.0,21,17,4,13,8,33,8,0,Matches
Sai van Wermeskerken,jp JPN,DF,28-279,13.7,38,25,23,12,3,25,36,69.4,11,11,3,8,16,54,47,0,Matches
Michael Breij,nl NED,"FW,MF",26-078,13.5,22,12,7,10,5,6,33,18.2,27,22,2,20,10,32,13,0,Matches
Roberts Uldriķis,lv LVA,FW,25-000,10.7,6,3,0,5,1,3,4,75.0,1,5,2,3,2,8,15,0,Matches
Remco Balk,nl NED,"FW,MF",22-032,10.5,22,13,10,8,4,8,23,34.8,15,9,0,9,3,25,12,0,Matches
Robbin Ruiter,nl NED,GK,36-009,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,12,0,Matches
Navarone Foor,nl NED,"MF,FW",31-058,7.2,12,5,5,5,2,6,16,37.5,10,15,1,14,3,15,7,0,Matches
Bjørn Johnsen,no NOR,FW,31-148,7.2,4,1,0,1,3,1,6,16.7,5,4,1,3,3,7,20,0,Matches
Tom Boere,nl NED,FW,30-130,6.8,3,3,0,3,0,1,3,33.3,2,4,1,3,0,3,8,0,Matches
Mimoun Mahi,ma MAR,"FW,MF",29-021,3.5,4,1,2,1,1,2,7,28.6,5,6,2,4,6,10,5,0,Matches
Milan Smit,nl NED,"FW,MF",20-049,3.9,5,3,1,3,1,4,6,66.7,2,5,0,5,2,7,2,0,Matches
Robin Maulun,fr FRA,"MF,FW",26-131,3.9,4,2,1,1,2,3,4,75.0,1,0,0,0,1,5,4,0,Matches
Felix Mambimbi,ch SUI,"FW,MF",22-075,3.3,9,2,3,5,1,5,11,45.5,6,2,0,2,3,12,2,0,Matches
Calvin Mac-Intosch,sr SUR,DF,33-237,3.6,8,4,8,0,0,6,8,75.0,2,4,2,2,8,16,12,0,Matches
David Sambissa,ga GAB,"FW,MF",27-082,4.6,14,10,6,5,3,2,9,22.2,7,8,1,7,5,19,6,0,Matches
Jasper Ter Heide,nl NED,"MF,FW",24-005,1.0,2,2,1,1,0,0,0,,0,2,0,2,0,2,3,0,Matches
Vincent Pichel,nl NED,"MF,FW",21-142,0.8,1,1,0,1,0,0,0,,0,2,1,1,0,1,0,0,Matches
Ben Rienstra,nl NED,"MF,DF",32-302,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Sékou Oumar Sylla,gn GUI,DF,24-084,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Sam Hendriks,nl NED,MF,28-068,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,26.3,27.0,478,281,246,187,45,241,481,50.1,240,297,104,193,229,707,622,7,
Opponent Total,,,25.6,27.0,371,212,166,150,55,179,347,51.6,168,239,72,167,227,598,553,8,
