Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Oliver Baumann,de GER,GK,32-290,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
Christoph Baumgartner,at AUT,"MF,FW",23-230,21.2,28,15,9,14,5,6,36,16.7,30,49,5,44,13,41,15,1,Matches
Ozan Kabak,tr TUR,DF,22-359,20.5,41,28,22,16,3,12,20,60.0,8,24,14,10,41,82,63,0,Matches
Angeliño,es ESP,DF,26-074,21.0,27,15,14,11,2,14,21,66.7,7,23,5,18,16,43,41,0,Matches
Dennis Geiger,de GER,MF,24-282,15.9,30,17,11,18,1,13,23,56.5,10,21,3,18,14,44,9,1,Matches
Kevin Vogt,de GER,DF,31-177,17.2,14,10,9,5,0,8,18,44.4,10,17,10,7,21,35,63,0,Matches
Andrej Kramarić,hr CRO,"MF,FW",31-273,18.0,5,2,2,1,2,1,6,16.7,5,9,1,8,3,8,9,0,Matches
Robert Skov,dk DEN,DF,26-303,13.7,17,9,11,5,1,7,19,36.8,12,20,6,14,8,25,18,1,Matches
Kevin Akpoguma,ng NGA,DF,27-334,15.3,59,35,34,22,3,24,33,72.7,9,38,13,25,15,74,43,1,Matches
Grischa Prömel,de GER,MF,28-069,11.9,23,18,12,9,2,7,17,41.2,10,16,3,13,5,28,17,0,Matches
Pavel Kadeřábek,cz CZE,DF,30-328,13.7,20,14,10,7,3,11,17,64.7,6,9,2,7,8,28,28,1,Matches
Stanley N'Soki,fr FRA,DF,23-344,12.1,20,11,13,6,1,10,18,55.6,8,17,4,13,20,40,29,0,Matches
Georginio Rutter,fr FRA,FW,20-333,11.2,7,4,1,4,2,1,3,33.3,2,10,2,8,5,12,6,0,Matches
Ihlas Bebou,tg TOG,FW,28-330,7.1,7,7,1,4,2,3,6,50.0,3,8,1,7,4,11,3,0,Matches
John Brooks,us USA,DF,30-050,6.0,7,5,2,5,0,5,7,71.4,2,5,1,4,6,13,32,0,Matches
Moanes Dabbur,il ISR,FW,30-309,7.3,8,5,2,5,1,3,6,50.0,3,4,0,4,3,11,0,0,Matches
Angelo Stiller,de GER,MF,21-349,6.6,24,10,8,12,4,7,9,77.8,2,11,2,9,9,33,5,0,Matches
Sebastian Rudy,de GER,MF,33-019,6.0,18,10,7,11,0,7,19,36.8,12,16,1,15,6,24,12,0,Matches
Kasper Dolberg,dk DEN,"FW,MF",25-164,3.8,6,5,0,4,2,4,5,80.0,1,5,2,3,0,6,2,0,Matches
Thomas Delaney,dk DEN,MF,31-197,3.2,6,3,3,2,1,3,7,42.9,4,5,0,5,1,7,4,0,Matches
Jacob Bruun Larsen,dk DEN,FW,24-181,3.3,3,2,0,0,3,2,2,100.0,0,2,0,2,1,4,0,0,Matches
Tom Bischof,de GER,"MF,FW",17-264,2.9,11,7,4,3,4,5,7,71.4,2,4,0,4,0,11,0,0,Matches
Umut Tohumcu,de GER,MF,18-220,2.6,10,5,4,5,1,3,7,42.9,4,3,0,3,0,10,4,0,Matches
Muhammed Damar,de GER,MF,18-344,1.8,6,3,1,2,3,1,2,50.0,1,3,0,3,0,6,0,0,Matches
Finn Ole Becker,de GER,MF,22-284,1.4,5,2,1,4,0,1,1,100.0,0,2,0,2,2,7,1,0,Matches
Eduardo Simões,pt POR,DF,21-017,1.0,5,3,3,2,0,1,3,33.3,2,3,2,1,0,5,3,0,Matches
Diadie Samassékou,ml MLI,"MF,FW",27-067,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Stefan Posch,at AUT,DF,25-309,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,33-054,1.9,3,0,2,1,0,1,4,25.0,3,2,1,1,4,7,5,0,Matches
Fisnik Asllani,xk KVX,FW,20-223,1.6,0,0,0,0,0,0,3,0.0,3,1,0,1,2,2,2,0,Matches
Joshua Quarshie,de GER,MF,18-236,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.2,25.0,411,245,186,179,46,160,320,50.0,160,327,78,249,207,618,425,6,
Opponent Total,,,27.2,25.0,420,253,219,155,46,210,373,56.3,163,305,86,219,236,656,449,5,
