Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Julian Lelieveld,nl NED,DF,25-130,23.1,1065,874,188,11,1,1,35,177,0,0,0,0,858,3,21,Matches
Thierry Lutonda,be BEL,DF,22-158,22.5,940,772,167,12,0,1,42,155,0,0,0,0,713,1,34,Matches
Shawn Adewoye,be BEL,DF,22-278,25.0,946,925,18,12,1,8,4,5,0,0,0,0,810,3,5,Matches
Etienne Vaessen,nl NED,GK,27-251,25.0,943,679,260,53,0,5,0,1,0,0,0,0,610,4,2,Matches
Juriën Gaari,cw CUW,DF,29-101,24.4,1234,1162,67,24,1,7,10,36,0,0,0,0,1028,5,21,Matches
Vurnon Anita,cw CUW,MF,33-364,23.0,989,946,39,32,3,4,9,5,0,0,0,0,824,4,7,Matches
Pelle Clement,nl NED,MF,26-319,20.0,764,723,37,10,6,2,24,13,11,3,2,0,591,4,22,Matches
Dario Van den Buijs,be BEL,DF,27-203,18.3,939,840,95,40,2,10,51,13,36,19,15,1,707,4,7,Matches
Iliass Bel Hassani,ma MAR,"MF,FW",30-199,14.8,609,531,74,22,10,3,80,8,27,14,8,0,401,4,19,Matches
Michiel Kramer,nl NED,FW,34-121,15.7,350,328,20,0,0,1,2,6,0,0,0,0,254,2,8,Matches
Yassin Oukili,nl NED,MF,22-090,13.9,466,459,4,3,1,2,2,1,0,0,0,0,361,3,16,Matches
Mats Seuntjens,nl NED,FW,30-351,11.3,417,380,37,8,3,9,30,11,13,4,6,0,316,0,6,Matches
Julen Lobete,es ESP,FW,22-197,10.0,290,282,8,0,0,0,8,1,0,0,0,0,222,0,20,Matches
Patrick Vroegh,nl NED,"MF,DF",23-125,5.9,261,248,13,1,1,1,12,7,5,1,3,0,200,0,11,Matches
Lars Nieuwpoort,nl NED,DF,28-156,4.8,200,192,8,5,0,1,1,1,0,0,0,0,166,0,1,Matches
Florian Jozefzoon,sr SUR,"FW,MF",32-053,6.5,148,130,17,3,1,0,22,2,6,5,1,0,103,1,9,Matches
Lennerd Daneels,be BEL,FW,24-358,2.0,50,42,8,1,0,1,8,0,3,1,2,0,32,0,2,Matches
Mika Biereth,dk DEN,"FW,MF",20-054,3.1,66,64,2,0,1,0,3,0,0,0,0,0,42,0,2,Matches
Saïd Bakari,km COM,"DF,MF",28-193,4.9,232,214,18,0,1,0,10,17,1,0,0,0,175,0,13,Matches
Roy Kuijpers,nl NED,"FW,MF",23-076,3.6,148,136,12,0,0,0,26,5,2,1,0,0,103,0,4,Matches
Joel Castro Pereira,pt POR,GK,26-279,1.0,36,24,12,2,0,0,0,0,0,0,0,0,24,0,0,Matches
Zakaria Bakkali,be BEL,"FW,DF",27-067,3.3,120,110,10,0,1,0,10,3,6,3,1,0,89,0,4,Matches
Luuk Wouters,nl NED,DF,23-299,1.5,58,46,11,2,0,0,0,9,0,0,0,0,42,1,0,Matches
Sebbe Augustijns,be BEL,"MF,FW",23-212,0.6,23,22,1,1,0,0,0,0,0,0,0,0,15,0,1,Matches
Kevin Felida,cw CUW,MF,23-143,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
Hans Mulder,nl NED,"DF,MF",35-341,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.3,27.0,11313,10148,1126,242,33,56,389,476,110,51,38,1,8702,39,235,
Opponent Total,,,25.8,27.0,14041,12782,1227,290,23,110,529,533,156,63,65,2,11374,32,244,
