Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jan Oblak,si SVN,GK,30-071,23.7,740,669,736,4,0,0,740,1,1,100.0,0,0.0,359,1838,989,0,0,0,0,0,299,0,Matches
Reinildo Mandava,mz MOZ,DF,29-057,20.6,1297,102,501,658,143,15,1297,24,6,25.0,12,50.0,708,3214,1819,28,20,9,20,9,770,41,Matches
Nahuel Molina,ar ARG,DF,24-347,20.3,1447,53,439,550,462,26,1447,29,11,37.9,16,55.2,719,3215,1965,51,28,5,21,6,894,162,Matches
Antoine Griezmann,fr FRA,"FW,MF",31-363,19.8,1248,23,139,600,531,84,1247,62,35,56.5,20,32.3,741,3902,1988,62,45,17,24,28,887,134,Matches
Koke,es ESP,MF,31-070,17.8,1372,41,308,841,229,18,1372,10,3,30.0,6,60.0,765,2609,1231,10,19,0,20,11,1028,28,Matches
Stefan Savić,me MNE,DF,32-070,17.6,1132,135,538,564,31,5,1132,5,4,80.0,0,0.0,711,3595,2294,20,5,1,2,3,787,6,Matches
Marcos Llorente,es ESP,"MF,DF",28-048,15.9,820,29,190,309,331,48,820,23,9,39.1,12,52.2,471,2670,1518,51,34,13,21,9,540,113,Matches
Álvaro Morata,es ESP,FW,30-147,15.0,476,23,54,220,210,69,476,29,15,51.7,10,34.5,287,1641,692,24,12,12,39,19,385,70,Matches
José María Giménez,uy URU,DF,28-058,15.9,970,148,552,383,38,21,970,4,3,75.0,1,25.0,518,2080,1113,6,4,0,5,0,607,3,Matches
Yannick Carrasco,be BEL,"DF,MF",29-196,15.6,846,18,139,293,430,95,846,67,35,52.2,23,34.3,481,3664,2000,81,32,40,33,25,543,143,Matches
Axel Witsel,be BEL,"DF,MF",34-066,15.6,979,91,377,545,61,13,979,4,4,100.0,0,0.0,631,2677,1178,3,5,0,6,2,688,8,Matches
Rodrigo De Paul,ar ARG,MF,28-299,12.4,926,7,135,547,249,11,926,18,9,50.0,6,33.3,600,2800,1510,29,17,3,20,11,737,34,Matches
Mario Hermoso,es ESP,DF,27-274,11.9,809,84,380,388,46,14,809,6,5,83.3,1,16.7,434,1614,753,5,5,0,7,2,523,2,Matches
Thomas Lemar,fr FRA,MF,27-127,9.4,643,12,102,366,185,10,643,27,13,48.1,9,33.3,435,2267,1173,27,25,2,15,19,507,46,Matches
Geoffrey Kondogbia,cf CTA,MF,30-032,10.7,701,27,179,465,65,8,701,7,2,28.6,2,28.6,379,1303,579,6,6,1,4,10,470,5,Matches
Ángel Correa,ar ARG,"FW,MF",28-010,10.8,525,8,54,204,272,82,525,42,16,38.1,24,57.1,338,1571,737,31,15,17,40,17,406,104,Matches
João Félix,pt POR,"FW,MF",23-129,7.2,322,3,23,158,142,21,322,24,6,25.0,14,58.3,211,1077,554,17,16,2,20,12,260,42,Matches
Saúl Ñíguez,es ESP,"MF,DF",28-118,7.2,429,20,101,214,116,17,429,10,8,80.0,2,20.0,190,924,403,9,8,3,13,3,268,39,Matches
Pablo Barrios,es ESP,MF,19-277,4.9,355,6,62,214,85,7,355,20,11,55.0,7,35.0,210,1182,468,11,8,3,11,5,270,17,Matches
Memphis,nl NED,FW,29-034,2.9,134,0,7,44,84,26,134,10,3,30.0,6,60.0,84,319,132,3,1,3,15,9,116,22,Matches
Matheus Cunha,br BRA,"FW,MF",23-296,4.2,131,4,17,61,58,22,131,7,6,85.7,1,14.3,74,473,221,6,7,4,9,5,89,19,Matches
Ivo Grbić,hr CRO,GK,27-060,2.3,96,81,96,0,0,0,96,0,0,,0,,45,269,196,0,0,0,0,0,32,0,Matches
Felipe,br BRA,DF,33-307,2.2,149,9,56,90,5,2,149,2,1,50.0,1,50.0,102,581,332,2,0,0,0,0,98,1,Matches
Sergio Reguilón,es ESP,DF,26-093,1.0,72,4,14,32,27,3,72,1,0,0.0,0,0.0,36,274,178,5,4,0,2,0,40,11,Matches
Matt Doherty,ie IRL,DF,31-062,0.1,7,0,3,2,2,0,7,0,0,,0,,4,11,3,0,0,0,0,0,4,1,Matches
Carlos Martín,es ESP,DF,20-331,0.1,2,0,0,2,0,0,2,0,0,,0,,2,3,2,0,0,0,0,0,2,1,Matches
Squad Total,,,29.2,26.0,16628,1597,5202,7754,3802,617,16627,432,206,47.7,173,40.0,9535,45773,24028,487,316,135,347,205,11250,1052,
Opponent Total,,,27.7,26.0,16720,1715,5023,8146,3695,431,16717,499,205,41.1,232,46.5,10421,52915,26340,479,359,90,383,236,11285,1072,
