Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Mark Flekken,nl NED,GK,29-297,26.0,0,0,0,0,2,0,0,0,0,0,0,0,50,4,0,100.0,Matches
Matthias Ginter,de GER,DF,29-077,26.0,3,0,0,20,22,1,5,31,15,0,0,0,140,93,50,65.0,Matches
Christian Günter,de GER,"DF,MF",30-037,24.6,5,0,0,25,10,5,164,13,16,0,1,0,102,10,26,27.8,Matches
Nicolas Höfler,de GER,MF,33-028,24.4,8,0,0,51,43,1,0,41,28,0,2,0,172,47,40,54.0,Matches
Ritsu Doan,jp JPN,"FW,MF",24-294,20.7,2,0,0,23,40,6,21,10,20,2,0,0,92,3,26,10.3,Matches
Michael Gregoritsch,at AUT,FW,28-353,19.8,5,0,0,22,35,10,11,4,9,1,0,0,59,118,121,49.4,Matches
Philipp Lienhart,at AUT,DF,26-269,22.3,3,0,0,12,21,1,1,28,14,0,0,0,129,49,27,64.5,Matches
Vincenzo Grifo,it ITA,"FW,MF",29-364,19.7,1,0,0,4,21,1,95,11,11,1,0,0,113,9,14,39.1,Matches
Maximilian Eggestein,de GER,MF,26-119,21.3,4,0,0,26,15,1,10,26,19,0,0,0,108,40,31,56.3,Matches
Kiliann Sildillia,fr FRA,"DF,MF",20-325,20.3,4,1,1,33,6,2,25,21,20,0,0,0,101,37,42,46.8,Matches
Lukas Kübler,de GER,DF,30-219,13.2,0,0,0,13,10,1,27,21,22,0,1,0,75,15,10,60.0,Matches
Lucas Höler,de GER,"FW,MF",28-270,9.1,0,0,0,12,28,6,7,6,6,0,0,0,35,35,28,55.6,Matches
Roland Sallai,hu HUN,"MF,FW",25-319,7.0,4,0,0,19,20,2,16,2,5,1,0,0,37,15,14,51.7,Matches
Daniel Kyereh,gh GHA,"MF,FW",27-029,6.2,2,0,0,12,16,3,3,2,4,0,0,0,25,7,7,50.0,Matches
Yannik Keitel,de GER,MF,23-050,5.0,3,0,0,17,2,0,3,9,5,0,2,0,25,7,13,35.0,Matches
Manuel Gulde,de GER,DF,32-053,4.6,2,0,0,8,1,0,2,10,6,0,0,0,25,17,13,56.7,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23-198,6.8,2,0,0,12,6,1,9,1,3,1,0,0,23,3,14,17.6,Matches
Kevin Schade,de GER,"FW,MF",21-130,2.0,0,0,0,4,6,0,3,0,4,0,0,0,7,17,12,58.6,Matches
Kenneth Schmidt,de GER,DF,20-307,0.7,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,60.0,Matches
Nils Petersen,de GER,FW,34-121,2.5,1,0,0,3,2,1,0,1,4,0,0,0,5,9,19,32.1,Matches
Noah Weißhaupt,de GER,"MF,FW",21-198,1.8,0,0,0,1,7,0,7,2,1,0,0,0,11,3,1,75.0,Matches
Jonathan Schmid,fr FRA,DF,32-288,0.4,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,,Matches
Robert Wagner,de GER,MF,19-266,0.3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,50.0,Matches
Hugo Siquet,be BEL,DF,20-271,0.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,Matches
Keven Schlotterbeck,de GER,DF,25-343,0.2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,100.0,Matches
Merlin Röhl,de GER,MF,20-275,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,28.0,26.0,50,1,1,319,317,42,413,241,214,6,6,0,1344,545,512,51.6,
Opponent Total,,,27.2,26.0,59,5,2,329,308,34,396,230,191,5,7,0,1401,512,545,48.4,
