Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Nicolás Tagliafico,ar ARG,DF,30-215,25.7,1790,59,416,914,475,34,1790,31,10,32.3,15,48.4,1234,5898,2443,29,32,3,35,12,1128,141,Matches
Castello Lukeba,fr FRA,DF,20-107,24.2,1920,147,755,1111,70,21,1920,10,5,50.0,4,40.0,1573,8296,4409,17,25,3,12,7,1437,7,Matches
Alexandre Lacazette,fr FRA,FW,31-310,22.8,907,9,61,347,507,142,903,53,26,49.1,20,37.7,685,3041,1009,26,20,11,44,39,666,161,Matches
Maxence Caqueret,fr FRA,MF,23-047,21.9,1502,39,211,842,462,51,1502,57,26,45.6,25,43.9,1161,5732,2244,28,52,7,53,38,1053,87,Matches
Anthony Lopes,pt POR,GK,32-184,21.3,676,566,672,5,0,0,676,1,0,0.0,1,100.0,452,2479,1636,0,0,0,0,0,298,0,Matches
Thiago Mendes,br BRA,"MF,DF",31-019,17.9,1521,95,414,978,131,7,1521,8,4,50.0,4,50.0,1182,5616,2848,5,14,1,15,11,1088,12,Matches
Johann Lepenant,fr FRA,MF,20-163,17.5,1296,32,261,786,260,15,1296,43,18,41.9,20,46.5,1035,4804,1895,19,30,2,33,21,930,38,Matches
Malo Gusto,fr FRA,DF,19-319,16.0,1477,43,319,704,471,19,1477,48,20,41.7,19,39.6,1091,6147,2833,60,70,8,17,10,982,137,Matches
Corentin Tolisso,fr FRA,MF,28-243,14.5,1369,25,216,883,279,15,1369,16,5,31.3,7,43.8,1136,5626,2234,22,32,2,14,10,1074,41,Matches
Karl Toko Ekambi,cm CMR,"FW,MF",30-201,15.0,778,11,69,308,411,85,778,53,26,49.1,21,39.6,646,4000,1541,58,35,24,38,24,625,188,Matches
Sinaly Diomande,ci CIV,DF,21-359,14.4,1140,78,441,630,71,9,1140,11,4,36.4,3,27.3,811,3984,2055,4,14,0,15,5,759,3,Matches
Tetê,br BRA,"FW,MF",23-047,12.3,649,3,58,252,351,60,649,54,21,38.9,28,51.9,506,3173,1322,49,28,27,31,15,482,130,Matches
Rayan Cherki,fr FRA,"MF,FW",19-229,12.5,845,1,42,317,502,86,845,99,46,46.5,46,46.5,690,5221,2654,82,55,40,40,37,660,177,Matches
Dejan Lovren,hr CRO,DF,33-272,10.7,902,87,364,507,37,11,902,2,1,50.0,1,50.0,685,4172,2342,11,10,1,4,1,627,1,Matches
Moussa Dembélé,fr FRA,"FW,MF",26-265,9.3,277,8,18,126,136,48,277,11,4,36.4,7,63.6,189,1002,240,10,4,5,28,16,202,63,Matches
Bradley Barcola,fr FRA,"FW,MF",20-213,8.6,376,4,43,135,207,59,376,50,25,50.0,23,46.0,260,1781,787,30,16,17,19,4,240,89,Matches
Sael Kumbedi,fr FRA,DF,18-008,7.9,484,19,132,217,136,15,484,23,10,43.5,11,47.8,308,1723,706,6,12,3,9,6,274,48,Matches
Rémy Riou,fr FRA,GK,35-240,6.7,241,204,240,1,0,0,241,0,0,,0,,163,662,403,0,0,0,0,0,115,0,Matches
Houssem Aouar,fr FRA,MF,24-277,4.9,394,4,37,239,121,22,394,19,8,42.1,9,47.4,312,1596,683,12,18,4,6,10,305,29,Matches
Amin Sarr,se SWE,FW,22-023,4.6,146,1,9,69,71,13,146,12,3,25.0,8,66.7,101,619,237,9,13,3,13,5,96,32,Matches
Jérôme Boateng,de GER,DF,34-212,3.5,193,31,95,97,1,0,193,0,0,,0,,127,546,196,0,0,0,0,0,121,0,Matches
Damien Da Silva,fr FRA,DF,34-321,3.8,295,17,105,166,25,3,295,2,1,50.0,1,50.0,206,1084,441,2,6,0,2,1,200,1,Matches
Romain Faivre,fr FRA,MF,24-263,3.3,216,1,15,112,95,6,216,20,3,15.0,16,80.0,160,1198,543,14,12,1,4,3,153,16,Matches
Lucas Paquetá,br BRA,MF,25-219,1.8,146,5,22,92,33,8,146,3,1,33.3,2,66.7,121,584,203,3,2,2,2,1,117,10,Matches
Jeff Reine-Adélaïde,fr FRA,MF,25-076,3.7,377,2,31,210,144,11,377,22,12,54.5,6,27.3,316,2042,959,20,27,3,12,9,300,25,Matches
Henrique,br BRA,DF,28-343,1.5,97,3,18,64,15,0,97,2,0,0.0,2,100.0,64,318,109,0,1,0,0,0,61,0,Matches
Jefferson,br BRA,FW,23-094,0.6,23,0,2,11,10,1,23,2,1,50.0,1,50.0,18,123,44,1,2,0,2,1,17,9,Matches
Mohamed El Arouch,fr FRA,MF,18-362,0.0,4,0,3,1,1,0,4,1,0,0.0,1,100.0,2,34,33,1,0,0,0,0,0,0,Matches
Squad Total,,,26.3,28.0,20041,1494,5069,10124,5022,741,20037,653,280,42.9,301,46.1,15234,81501,37049,518,530,167,448,286,14010,1445,
Opponent Total,,,27.0,28.0,15516,1892,5465,7004,3263,498,15508,605,256,42.3,274,45.3,10544,63154,29353,492,371,113,473,262,9250,927,
