Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gijs Smal,nl NED,DF,25-215,26.0,1494,1959,76.3,26570,9873,702,798,88.0,603,742,81.3,166,325,51.1,5,5.5,5.7,-0.5,51,124,51,17,171,Matches
Lars Unnerstall,de GER,GK,32-257,26.0,487,755,64.5,13508,10236,126,126,100.0,192,198,97.0,165,423,39.0,0,0.0,0.0,0.0,0,12,0,0,0,Matches
Ramiz Zerrouki,dz ALG,MF,24-312,24.5,1462,1742,83.9,28892,8123,578,631,91.6,627,718,87.3,230,320,71.9,3,2.5,3.4,0.5,35,194,28,3,216,Matches
Ricky van Wolfswinkel,nl NED,FW,34-066,24.3,390,561,69.5,5715,1392,206,277,74.4,136,178,76.4,20,35,57.1,6,3.3,4.1,2.7,30,38,18,3,61,Matches
Mees Hilgers,nl NED,DF,21-325,21.6,1142,1320,86.5,23083,6359,318,345,92.2,679,717,94.7,129,218,59.2,0,0.2,0.4,-0.2,4,108,2,0,104,Matches
Robin Pröpper,nl NED,DF,29-192,21.8,1235,1450,85.2,24558,9781,434,477,91.0,636,697,91.2,159,251,63.3,2,0.9,1.0,1.1,8,128,8,0,105,Matches
Václav Černý,cz CZE,FW,25-168,19.8,753,1065,70.7,13518,3472,334,413,80.9,308,403,76.4,83,160,51.9,6,6.6,6.0,-0.6,46,54,57,14,114,Matches
Joshua Brenet,nl NED,DF,29-014,21.2,910,1202,75.7,14170,5500,512,608,84.2,311,405,76.8,64,126,50.8,3,2.9,3.5,0.1,31,68,34,6,114,Matches
Michel Vlap,nl NED,MF,25-305,18.9,595,730,81.5,8574,2058,326,379,86.0,210,245,85.7,25,44,56.8,2,1.6,2.9,0.4,28,62,21,1,74,Matches
Virgil Misidjan,nl NED,FW,29-253,18.3,581,750,77.5,7921,1831,371,414,89.6,153,199,76.9,25,60,41.7,2,3.8,5.0,-1.8,32,25,35,16,55,Matches
Mathias Kjølø,no NOR,MF,21-280,10.6,415,514,80.7,7128,1866,199,239,83.3,166,191,86.9,36,52,69.2,1,0.4,0.8,0.6,6,52,7,1,58,Matches
Sem Steijn,nl NED,MF,21-137,10.5,232,336,69.0,3306,1105,129,163,79.1,71,94,75.5,14,35,40.0,0,1.3,2.2,-1.3,18,18,11,1,40,Matches
Anass Salah-Eddine,nl NED,"MF,DF",21-075,7.1,321,397,80.9,4879,1236,179,204,87.7,110,128,85.9,21,39,53.8,0,0.8,1.1,-0.8,13,14,13,6,31,Matches
Michal Sadílek,cz CZE,MF,23-307,6.6,307,387,79.3,5095,1367,143,162,88.3,126,146,86.3,28,58,48.3,1,2.3,1.5,-1.3,14,36,6,3,40,Matches
Daan Rots,nl NED,"FW,MF",21-252,7.1,215,294,73.1,3181,936,128,158,81.0,56,75,74.7,20,39,51.3,0,0.6,1.0,-0.6,7,9,10,2,26,Matches
Alfons Sampsted,is ISL,DF,24-362,4.7,257,309,83.2,4275,1450,122,138,88.4,112,130,86.2,19,27,70.4,0,0.5,0.8,-0.5,3,20,5,3,15,Matches
Christos Tzolis,gr GRE,FW,21-063,4.7,111,162,68.5,1839,460,59,70,84.3,40,64,62.5,11,20,55.0,0,0.0,0.3,0.0,2,7,5,1,14,Matches
Julio Pleguezuelo,es ESP,DF,26-067,6.5,273,346,78.9,5099,2076,111,125,88.8,125,151,82.8,32,61,52.5,0,0.1,0.8,-0.1,4,21,0,0,21,Matches
Manfred Ugalde,cr CRC,FW,20-313,5.7,75,102,73.5,1045,241,40,54,74.1,23,28,82.1,5,6,83.3,0,0.2,0.3,-0.2,4,6,6,0,16,Matches
Max Bruns,nl NED,"DF,MF",20-148,4.6,206,245,84.1,4138,1461,53,63,84.1,128,141,90.8,23,30,76.7,0,0.0,0.1,0.0,0,14,1,0,22,Matches
Denilho Cleonise,nl NED,FW,21-116,2.6,54,66,81.8,693,105,35,37,94.6,14,17,82.4,1,3,33.3,0,0.3,0.3,-0.3,4,1,5,0,8,Matches
Przemysław Tytoń,pl POL,GK,36-089,1.0,16,18,88.9,398,241,5,5,100.0,5,5,100.0,6,8,75.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Wout Brama,nl NED,MF,36-225,1.7,76,96,79.2,1151,332,38,44,86.4,32,40,80.0,4,7,57.1,0,0.0,0.1,0.0,0,11,1,0,7,Matches
Luca Everink,nl NED,"DF,FW",22-053,0.6,24,35,68.6,397,69,12,16,75.0,11,14,78.6,1,4,25.0,0,0.0,0.0,0.0,1,2,0,0,0,Matches
Casper Staring,nl NED,MF,22-061,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sander Sybrandy,nl NED,MF,19-003,0.0,1,1,100.0,18,12,0,0,,1,1,100.0,0,0,,0,0.2,0.4,-0.2,1,0,1,0,1,Matches
Squad Total,,,26.7,27.0,11632,14843,78.4,209151,71582,5160,5947,86.8,4875,5727,85.1,1287,2351,54.7,31,33.7,41.6,-2.7,342,1024,325,77,1313,
Opponent Total,,,25.2,27.0,7718,10784,71.6,141397,59421,3428,4128,83.0,3022,3821,79.1,977,2035,48.0,14,23.2,25.7,-9.2,224,618,179,50,776,
