Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
David Soria,es ESP,GK,30-002,27.0,1,0,0,1,2,0,0,1,0,0,0,0,31,4,0,100.0,Matches
Enes Ünal,tr TUR,FW,25-331,26.1,4,0,0,41,60,20,14,3,12,1,0,0,74,104,128,44.8,Matches
Borja Mayoral,es ESP,FW,26-001,24.6,4,0,0,14,35,7,26,2,4,1,0,0,89,29,60,32.6,Matches
Domingos Duarte,pt POR,DF,28-027,24.4,10,1,1,27,20,1,0,33,18,0,2,1,94,40,22,64.5,Matches
Djené,tg TOG,DF,31-096,23.1,7,0,0,31,31,1,16,32,15,0,1,0,141,43,21,67.2,Matches
Carles Aleñá,es ESP,MF,25-091,17.8,10,1,1,46,40,2,27,4,10,0,0,0,91,11,26,29.7,Matches
Luis Milla,es ESP,MF,28-181,16.1,5,1,1,23,16,1,67,24,27,0,1,0,122,12,13,48.0,Matches
Iglesias,es ESP,DF,24-277,17.7,3,0,0,31,14,1,70,15,24,0,0,0,99,10,12,45.5,Matches
Damián Suárez,uy URU,"DF,MF",34-344,13.1,3,0,0,24,8,2,55,10,21,0,0,0,77,9,6,60.0,Matches
Nemanja Maksimović,rs SRB,MF,28-070,12.8,1,0,0,15,6,0,7,20,11,0,0,0,57,15,15,50.0,Matches
Omar Alderete,py PAR,DF,26-101,13.0,5,0,0,20,8,0,6,18,12,0,0,0,78,40,18,69.0,Matches
Stefan Mitrović,rs SRB,DF,32-319,12.6,3,0,0,8,3,0,0,11,3,0,0,0,44,27,11,71.1,Matches
Portu,es ESP,"DF,MF",30-320,13.1,5,1,1,18,16,6,60,14,14,0,0,0,55,12,21,36.4,Matches
Ángel Algobia,es ESP,MF,23-287,11.4,3,0,0,27,9,0,9,3,12,0,0,0,60,7,20,25.9,Matches
Mauro Arambarri,uy URU,MF,27-188,9.2,4,1,1,19,11,0,39,12,6,0,0,1,52,13,10,56.5,Matches
Gastón Álvarez,uy URU,DF,23-013,10.0,5,1,0,17,9,0,12,10,16,0,1,0,32,22,19,53.7,Matches
Fabrizio Angileri,ar ARG,DF,29-022,6.0,2,1,0,7,1,0,10,6,8,0,1,0,17,16,9,64.0,Matches
Munir El Haddadi,ma MAR,"MF,FW",27-217,8.2,4,0,0,12,27,4,48,6,5,0,0,0,43,21,12,63.6,Matches
Jaime Seoane,es ESP,MF,26-074,3.4,0,0,0,4,4,0,2,1,4,0,0,0,15,2,3,40.0,Matches
Gonzalo Villar,es ESP,"MF,FW",25-014,2.6,3,0,0,13,4,0,1,4,3,0,0,0,24,3,3,50.0,Matches
Jordan Amavi,fr FRA,DF,29-028,2.1,2,1,1,2,2,1,6,4,2,0,0,0,15,8,3,72.7,Matches
Latasa,es ESP,"FW,DF",22-014,1.5,0,0,0,5,5,0,0,1,2,0,0,0,4,18,16,52.9,Matches
Jaime Mata,es ESP,"FW,MF",34-164,0.6,3,0,0,6,1,1,0,0,1,0,0,0,2,2,4,33.3,Matches
Moises Parra Gutierrez,es ESP,FW,20-286,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alejandro Revuelta Montero,es ESP,DF,22-355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.9,27.0,87,8,6,411,332,47,475,234,230,2,6,2,1317,468,452,50.9,
Opponent Total,,,28.3,27.0,69,5,3,351,379,70,574,214,201,1,7,0,1526,452,468,49.1,
