Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Danilo,br BRA,DF,31-265,27.1,1635,1494,135,40,3,14,17,85,0,0,0,0,1361,6,17,Matches
Filip Kostić,rs SRB,"DF,FW",30-156,22.5,934,804,127,11,2,6,176,80,36,2,32,0,647,3,42,Matches
Gleison Bremer,br BRA,DF,26-019,23.4,1297,1246,51,19,0,5,0,2,0,0,0,0,1167,0,5,Matches
Adrien Rabiot,fr FRA,MF,28-003,21.5,811,784,22,10,2,4,24,12,0,0,0,0,653,5,19,Matches
Manuel Locatelli,it ITA,MF,25-088,20.9,1068,1016,50,39,1,17,9,5,4,0,3,0,867,2,23,Matches
Wojciech Szczęsny,pl POL,GK,32-353,19.5,561,414,145,38,0,5,0,1,0,0,0,0,432,2,1,Matches
Dušan Vlahović,rs SRB,FW,23-068,16.6,309,286,22,1,0,3,5,0,0,0,0,0,220,1,13,Matches
Alex Sandro,br BRA,DF,32-070,16.2,1025,905,117,17,0,6,14,89,0,0,0,0,891,3,9,Matches
Juan Cuadrado,co COL,"DF,FW",34-315,15.4,871,747,121,18,0,16,63,74,29,9,19,0,725,3,10,Matches
Weston McKennie,us USA,"MF,DF",24-221,11.7,418,389,27,3,1,2,15,24,0,0,0,0,336,2,7,Matches
Nicolò Fagioli,it ITA,MF,22-053,11.6,429,402,27,8,3,8,18,10,9,2,4,0,359,0,9,Matches
Arkadiusz Milik,pl POL,FW,29-037,11.6,305,285,16,3,2,2,4,0,0,0,0,0,239,4,6,Matches
Ángel Di María,ar ARG,"FW,MF",35-051,10.1,435,365,66,20,6,8,62,12,30,9,19,0,319,4,13,Matches
Mattia De Sciglio,it ITA,DF,30-168,11.2,555,461,93,7,0,6,24,86,0,0,0,0,441,1,4,Matches
Fabio Miretti,it ITA,"MF,FW",19-246,10.5,401,379,20,4,2,3,18,5,8,3,4,0,284,2,14,Matches
Moise Kean,it ITA,FW,23-037,9.7,159,150,7,1,1,0,4,0,0,0,0,0,113,2,10,Matches
Mattia Perin,it ITA,GK,30-147,8.5,299,226,72,18,0,1,0,0,0,0,0,0,220,1,0,Matches
Federico Gatti,it ITA,DF,24-286,8.0,489,469,18,13,0,14,1,3,0,0,0,0,404,2,6,Matches
Leonardo Bonucci,it ITA,DF,35-340,7.7,439,403,35,12,1,6,0,1,0,0,0,0,380,1,1,Matches
Leandro Paredes,ar ARG,MF,28-281,6.6,426,372,53,34,1,1,22,3,16,10,6,0,377,1,2,Matches
Daniele Rugani,it ITA,DF,28-251,3.9,195,190,5,3,0,3,0,0,0,0,0,0,171,0,0,Matches
Matìas Soulé,ar ARG,"MF,DF",19-356,3.6,140,128,12,1,0,3,6,9,2,2,0,0,116,0,3,Matches
Enzo Barrenechea,ar ARG,MF,21-319,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5,Matches
Federico Chiesa,it ITA,"DF,MF",25-163,4.4,158,135,23,4,1,0,19,16,3,0,1,0,117,0,7,Matches
Denis Zakaria,ch SUI,MF,26-137,1.4,38,37,0,0,0,0,3,0,0,0,0,0,32,1,2,Matches
Samuel Iling-Junior,eng ENG,"DF,FW",19-184,1.3,40,38,2,1,0,0,4,0,1,0,1,0,31,0,1,Matches
Paul Pogba,fr FRA,"MF,DF",30-022,0.4,21,21,0,0,0,0,0,0,0,0,0,0,15,0,2,Matches
Nicolò Rovella,it ITA,MF,21-123,0.3,25,22,3,1,0,2,3,1,1,1,0,0,22,0,1,Matches
Squad Total,,,28.4,28.0,13598,12279,1273,329,26,135,511,519,139,38,89,0,11037,46,232,
Opponent Total,,,27.5,28.0,14379,13023,1319,361,20,106,523,534,132,51,55,0,11754,37,236,
