Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Rodrigo Guth,br BRA,DF,22-129,26,25,2282.0,25.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,1.6,12.0,50.0,8.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.06,0.05,0.06,Matches
Ivor Pandur,hr CRO,GK,22-359,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Burak Yılmaz,tr TUR,FW,37-247,24,22,2050.0,22.8,9.0,4.0,13.0,3.0,6.0,6.0,8.0,0.0,12.1,7.6,1.8,9.4,33.0,43.0,139.0,0.4,0.18,0.57,0.13,0.31,0.53,0.08,0.61,0.33,0.41,Matches
George Cox,eng ENG,DF,25-064,23,21,1838.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.2,1.7,23.0,48.0,49.0,0.0,0.05,0.05,0.0,0.05,0.03,0.06,0.08,0.03,0.08,Matches
Iñigo Córdoba,es ESP,"FW,MF",26-006,23,21,1613.0,17.9,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,2.3,4.8,69.0,60.0,99.0,0.17,0.22,0.39,0.17,0.39,0.14,0.13,0.27,0.14,0.27,Matches
Ivo Pinto,pt POR,DF,33-071,21,18,1589.0,17.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.4,53.0,76.0,52.0,0.0,0.17,0.17,0.0,0.17,0.02,0.06,0.08,0.02,0.08,Matches
Arianit Ferati,xk KVX,MF,25-193,22,17,1359.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.0,1.5,15.0,83.0,29.0,0.07,0.07,0.13,0.07,0.13,0.03,0.07,0.1,0.03,0.1,Matches
Dimitris Siovas,gr GRE,DF,34-184,17,16,1347.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.7,1.5,10.0,35.0,3.0,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.1,0.05,0.1,Matches
Oğuzhan Özyakup,tr TUR,MF,30-177,18,15,1345.0,14.9,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.6,0.6,2.0,2.7,15.0,78.0,51.0,0.2,0.0,0.2,0.2,0.2,0.04,0.13,0.18,0.04,0.18,Matches
Deroy Duarte,cv CPV,MF,23-258,20,15,1210.0,13.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.1,10.0,47.0,22.0,0.07,0.07,0.15,0.07,0.15,0.02,0.07,0.08,0.02,0.08,Matches
