Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
João Othavio Basso,br BRA,DF,26-065,25.0,3,10,2,20.0,0.4,0.08,0.1,0.5,15.4,0,2,3,3.5,1.2,0.12,-0.5,-0.2,Matches
Quaresma,br BRA,DF,26-209,21.7,1,9,3,33.3,0.41,0.14,0.11,0.33,28.0,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
Alan Ruiz,ar ARG,MF,29-212,18.8,2,45,15,33.3,2.39,0.8,0.04,0.13,25.4,6,0,0,2.2,2.2,0.05,-0.2,-0.2,Matches
Ignacio De Arruabarrena,uy URU,GK,26-062,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Simão,pt POR,MF,32-308,19.9,0,13,2,15.4,0.65,0.1,0.0,0.0,28.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Ismaila Soro,ci CIV,MF,24-316,15.9,0,4,0,0.0,0.25,0.0,0.0,,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Antony,br BRA,"FW,MF",21-192,18.4,4,43,13,30.2,2.34,0.71,0.09,0.31,19.0,0,0,0,6.7,6.7,0.16,-2.7,-2.7,Matches
Tiago Esgaio,pt POR,DF,27-230,17.5,0,6,2,33.3,0.34,0.11,0.0,0.0,17.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jerome Opoku,eng ENG,DF,24-156,15.7,0,1,0,0.0,0.06,0.0,0.0,,39.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Morlaye Sylla,gn GUI,"MF,FW",24-235,16.3,1,24,6,25.0,1.47,0.37,0.04,0.17,26.0,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
André Bukia,cd COD,"FW,MF",28-016,11.4,2,19,8,42.1,1.66,0.7,0.11,0.25,24.3,0,0,0,1.3,1.3,0.07,0.7,0.7,Matches
Rafa Mújica,es ESP,FW,24-141,10.6,7,37,20,54.1,3.49,1.88,0.19,0.35,15.8,0,0,0,5.6,5.6,0.15,1.4,1.4,Matches
Oday Dabbagh,ps PLE,FW,24-106,10.2,7,23,14,60.9,2.26,1.38,0.3,0.5,12.8,0,0,0,5.7,5.7,0.25,1.3,1.3,Matches
Bogdan Milovanov,ua UKR,DF,24-334,10.3,0,1,0,0.0,0.1,0.0,0.0,,17.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Arsénio Martins Lafuente Nunes,pt POR,"FW,MF",33-201,9.4,0,6,2,33.3,0.64,0.21,0.0,0.0,24.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Nino Galović,hr CRO,DF,30-256,8.5,0,1,1,100.0,0.12,0.12,0.0,0.0,12.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Oriol Busquets,es ESP,MF,24-058,5.5,0,2,0,0.0,0.36,0.0,0.0,,19.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Emilijus Zubas,lt LTU,GK,32-252,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moses Yaw,gh GHA,MF,24-071,3.4,0,1,1,100.0,0.29,0.29,0.0,0.0,33.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Vitinho,br BRA,"MF,FW",23-074,2.7,0,6,2,33.3,2.2,0.73,0.0,0.0,27.6,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Benji Michel,us USA,FW,25-147,1.8,1,2,1,50.0,1.09,0.55,0.5,1.0,12.5,0,0,0,0.2,0.2,0.11,0.8,0.8,Matches
Rafael Fernandes,pt POR,"DF,FW",20-264,1.5,0,2,1,50.0,1.33,0.67,0.0,0.0,6.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
Mosquito,br BRA,GK,26-280,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Weverson,br BRA,"DF,FW",22-257,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruninho,br BRA,FW,24-025,1.8,1,10,1,10.0,5.45,0.55,0.1,1.0,15.5,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Pedro Manuel da Silva Moreira,pt POR,MF,33-308,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yusuf Lawal,ng NGA,"FW,MF",24-361,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Manuel Velázquez,ve VEN,DF,32-192,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.7,25.0,29,265,94,35.5,10.6,3.76,0.1,0.29,21.0,9,2,3,29.2,26.9,0.1,-0.2,0.1,
Opponent Total,,,26.9,25.0,31,313,104,33.2,12.52,4.16,0.09,0.26,18.4,12,4,5,33.9,30.0,0.1,-2.9,-3.0,
